dice,iou,precision,recall,boundary_f1,boundary_f1_2px,tolerance_px,hd95,hd95_pct_diag,n_lesions,n_pred_components,detected_iou025,det_rate_iou025,detected_iou05,det_rate_iou05,n_false_positives,name,dataset,model,checkpoint,tta
0.8933215738960022,0.8072097122566065,0.8178369839716579,0.984157157126262,0.5475700216490773,0.22894888650883735,8,76.5271165188662,4.828274589532074,2,2,2,1.0,2,1.0,0,cju0sr5ghl0nd08789uzf1raf,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.803524648706751,0.6715764330942844,0.6846590908813045,0.9723342938920845,0.4904337956073312,0.33080399715849423,4,10.44030650891055,1.2786152470610046,1,1,1,1.0,1,1.0,0,cju0tl3uz8blh0993wxvn7ly3,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.989974990238284,0.9801489870749217,0.9891190890389697,0.9908323739705001,0.9437064876269674,0.7308275239503237,4,4.47213595499958,0.5529078520541331,1,1,1,1.0,1,1.0,0,cju0u2g7pmnux0801vkk47ivj,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.7050377993751825,0.5444466248010967,0.5674694482764868,0.9306498951703928,0.23447309067913974,0.16436610240450084,4,185.72213199066718,22.34075917908824,1,5,1,1.0,1,1.0,4,cju15l5ubz9yh0855b3ivdpse,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9606331168792182,0.9242483404847774,0.9297666745154389,0.9936193434556827,0.8240355198815348,0.6172876949101278,4,7.598989945034735,1.0617205499985005,1,1,1,1.0,1,1.0,0,cju16d65tzw9d0799ouslsw25,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9691639985756397,0.9401728279149107,0.9517873612986618,0.9871869202197727,0.7448821202670186,0.5859047599144898,4,10.770329614269007,1.3981063902032804,1,1,1,1.0,1,1.0,0,cju16jgnyzp970878melv7r25,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.7174827899722578,0.5594332648033142,0.7035291720255441,0.732001113127318,0.2859193357195392,0.17518078102282345,4,168.8432669131043,20.713847001572205,1,1,1,1.0,1,1.0,0,cju175facms5f0993a5tjikvt,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9617426706669726,0.9263047257126444,0.9790006622354168,0.945082592644109,0.7203905843477988,0.5109156872370773,4,8.48528137423857,1.0540884866978957,2,2,2,1.0,2,1.0,0,cju183od81ff608017ekzif89,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.7053094223924885,0.5447706460456722,0.546419488407116,0.9944914119544221,0.3751055519685592,0.3535140011175346,4,79.90619500389191,9.619631218521077,1,1,1,1.0,1,1.0,0,cju18gzrq18zw0878wbf4ftw6,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9474324653142648,0.9001156069260101,0.9602861371366517,0.934918347731329,0.8293208948129985,0.662319546609862,4,8.246211251235321,0.9955497374555373,1,1,1,1.0,1,1.0,0,cju1amqw6p8pw0993d9gc5crl,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9481053595788719,0.9013311059359481,0.9104568710153299,0.9890017745344494,0.6192475255309707,0.5228470802448678,4,36.11360030448303,4.422177754156241,1,1,1,1.0,1,1.0,0,cju1ats0y372e08011yazcsxm,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8833287820832765,0.7910374763050007,0.8298486403230512,0.9441768826551067,0.7445433916840558,0.5785918387995463,4,317.97467048146433,39.19744861818659,1,2,1,1.0,1,1.0,1,cju1cbokpuiw70988j4lq1fpi,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9571554965704964,0.917831463293703,0.9264778298736239,0.9899343444719192,0.8225485387765005,0.6090064752980706,4,29.79761218035214,3.6331527878869445,1,1,1,1.0,1,1.0,0,cju1csmlc4ht10799b8ymmghg,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9731550918343181,0.9477138018561408,0.9805796889758298,0.9658420825473476,0.9327708556093954,0.7495769066118456,4,4.242640687119285,0.5187683956080394,1,1,1,1.0,1,1.0,0,cju1cvkfwqrec0993wbp1jlzm,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9626790207647802,0.9280435275439328,0.9319818958364687,0.9954671906299287,0.7531578594263378,0.2718900233082296,9,23.326476571680963,1.355365179036936,1,1,1,1.0,1,1.0,0,cju1dfeupuzlw0835gnxip369,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.33437744713737433,0.2007522331891435,0.26945729911086547,0.44050894083767167,0.19555082359352172,0.13255356147325095,4,205.05852809989662,25.109799455547975,1,3,1,1.0,0,0.0,2,cju1dg44i4z3w0801nyz4p6zf,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9680752417513099,0.9381258023058375,0.9556438958000019,0.9808342728244975,0.8463810430821556,0.6898079263908712,4,9.740202168782188,1.2291603745560382,1,1,1,1.0,1,1.0,0,cju1djtprvd7b0988thwwrg09,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.6633793556848673,0.49631087063208895,0.9604950023706759,0.5066532764222613,0.29748987929126486,0.1270186686600749,4,43.90701094456059,5.276850473969454,1,4,1,1.0,0,0.0,3,cju1dnz61vfp40988e78bkjga,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9692199010986128,0.9402780497330266,0.9576365345689364,0.9810869184490657,0.781103848562173,0.7280047281246012,4,14.800099601198385,1.844461480882539,1,1,1,1.0,1,1.0,0,cju1dq3x1vgx109889c7wyirg,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8452753402002244,0.7320146261939116,0.7406174783812133,0.9843796283477471,0.653470251838009,0.4970169170263495,4,94.48858974288416,11.438508640743672,1,1,1,1.0,1,1.0,0,cju1ejj7dvqfa0835ra184v5m,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9696426689128026,0.9410741687931402,0.9798157320073504,0.9596786813366038,0.8793601142682549,0.6199897730843537,4,5.1991703663323925,0.635727950666138,1,1,1,1.0,1,1.0,0,cju1euant5l960878iqj5vvto,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9702301608416856,0.9421815671302883,0.9801597988959496,0.960499692082691,0.8946454219053012,0.7400680930049129,4,5.656854249492381,0.7267923621428597,1,1,1,1.0,1,1.0,0,cju1euuc65wm00799m4sjdnnn,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8607454694124604,0.7555339446124952,0.7602516309395148,0.9918536081190593,0.46360095170307064,0.41388757007564275,4,38.51942606525477,4.944319986071722,1,1,1,1.0,1,1.0,0,cju1f320ewfyu0988ndz6blh5,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9613166408642381,0.9255146261937836,0.9550027948307713,0.9677145284347858,0.994413357822792,0.8252481959552576,4,3.0,0.36735559873884566,1,1,1,1.0,1,1.0,0,cju1f79yhsb5w0993txub59ol,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.968179814895981,0.9383222279164636,0.9739042783534553,0.9625222532759936,0.6897791927751898,0.4950206314220532,4,28.04187457548882,3.373193922050574,1,2,1,1.0,1,1.0,1,cju1fb9236a110801yvg0fwju,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.789070237701805,0.6516234568421599,0.6537455552510824,0.9950431931710618,0.4792852602269485,0.31185095167511456,4,227.0350092532686,28.581387882399603,1,1,1,1.0,1,1.0,0,cju1fj6axwfp30835ukhuzhw9,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.7344034669734755,0.5802824579625202,0.5875392417280375,0.9791588811884349,0.3166062395018768,0.20881337435605982,4,207.65227181289782,25.427408213769535,1,3,1,1.0,1,1.0,2,cju1gkndf6yi10801o1qnje19,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9619108137369196,0.9266167362744734,0.9307052441162336,0.9952815593982419,0.8967792530623605,0.5264537869362831,4,4.47213595499958,0.5713464899921705,1,1,1,1.0,1,1.0,0,cju2hewssldzx0835ep795xu0,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9708956423851206,0.9434374999978941,0.9879619457212595,0.9544089420775558,0.8856222804742362,0.7671189736909578,4,25.079872407968907,3.0715101350525282,1,1,1,1.0,1,1.0,0,cju2hos57llxm08359g92p6jj,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9697186366152953,0.941217293720186,0.9495173687645988,0.9907981658490855,0.6635607462609573,0.44316789158244074,4,13.0,1.5923184158927621,1,1,1,1.0,1,1.0,0,cju2hw5gjlr5h0988so2qqres,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9892751197986921,0.9787778446709022,0.990827645050188,0.9877274522302341,0.9493851110479197,0.8072519584267561,4,4.123105625617661,0.5155634439986853,1,1,1,1.0,1,1.0,0,cju2i3hzclw3o0988rrgh911i,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9869983161743217,0.9743303806236995,0.9905452523027433,0.9834766910884921,0.9755807232405903,0.8305548012343955,4,3.605551275463989,0.43524328508020815,1,1,1,1.0,1,1.0,0,cju2i6acqvo6l0799u20fift8,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8931204508079523,0.8068813372330114,0.8175643726053494,0.9840637450148286,0.552009272822821,0.4118806152769914,4,162.47645832207894,20.559591746316073,1,3,1,1.0,1,1.0,2,cju2mh8t6p07008350e01tx2a,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.976318470337785,0.9537326229378599,0.9852592287951626,0.9675385188836744,0.9008000489304269,0.6912995689222917,4,6.4031242374328485,0.796930151035098,1,1,1,1.0,1,1.0,0,cju2np2k9zi3v079992ypxqkn,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9844377916219539,0.9693525256263711,0.9765973386590264,0.9924051550671711,0.8669095730229989,0.6850314847092096,4,6.0,0.7549589077612724,1,1,1,1.0,1,1.0,0,cju2osuru0ki00855txo0n3uu,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9683656313579144,0.9386713556592242,0.9496268656675215,0.987858819277,0.8410584493402973,0.6702082676439853,4,8.04358042380898,1.0315657268577318,1,1,1,1.0,1,1.0,0,cju2otvvv0l7z0855x7we8cb0,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9601071308992835,0.9232750405621777,0.9332986201485725,0.9885013098001144,0.7211443651458425,0.6646004072647455,4,26.282001212136084,3.2212882686106896,1,1,1,1.0,1,1.0,0,cju2p0eveqtdc0835gpi3p93i,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.6257919079625601,0.4553836581145024,0.45755775952582467,0.9896736123855819,0.5171568163137416,0.44908767393912813,4,116.24017321573558,14.93453186900488,1,1,1,1.0,0,0.0,0,cju2pag1f0s4r0878h52uq83s,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9763551118140514,0.953802557002261,0.9709512947773683,0.9818194152330851,0.846868326663834,0.7554465417368771,4,10.290750585296923,1.2602992633245627,1,1,1,1.0,1,1.0,0,cju2pjb9v0ywn0878j5g5n69j,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9629437976125299,0.9285357875452444,0.9290251005382637,0.9994330896583636,0.7121230828175197,0.3293677291693672,4,10.63014581273465,1.3008320157683222,1,1,1,1.0,1,1.0,0,cju2pmhtr17a00855cvpelzb0,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9539832194433094,0.9120152154113619,0.9902433184658957,0.9202848162853717,0.8196840415406171,0.7097774374101639,4,35.89707119361621,4.321524591313167,1,1,1,1.0,1,1.0,0,cju2qozsk20cq0855ugrg3cri,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9434469515031834,0.8929480188859878,0.9746082126368854,0.9142165984199067,0.8629062843268093,0.6979176350207279,4,6.082762530298219,0.7455418414084225,1,1,1,1.0,1,1.0,0,cju2qs32r1vys07999conmbvx,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.5560688484007167,0.38510759171919,0.9851861295232403,0.38735062956092375,0.34123277953175174,0.24195310614540583,4,162.57479638879605,20.196234623353757,1,3,1,1.0,0,0.0,2,cju2qvuj1s9ok0835tp2k4ozh,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9795109054847109,0.95984455958342,0.9839330766144736,0.9751283063539607,0.8513629314640161,0.5836103329429809,4,5.0,0.6128316186065798,1,1,1,1.0,1,1.0,0,cju2r11x7sdgx0988o8ule0wl,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.7818586574726512,0.6418455972034275,0.992965148674717,0.6447775799611676,0.20897966584484026,0.13860766572625619,4,163.18930642244564,20.08179976902083,1,1,1,1.0,1,1.0,0,cju2ricdv2iys0878sv1adh0u,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9278645671193884,0.8654359688741966,0.9030772958456132,0.9540509407275816,0.8709027201143809,0.6371040224100284,4,7.0710678118654755,0.9829653690493911,2,2,2,1.0,2,1.0,0,cju2rnkt22xep0801as160g9t,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.909035222046499,0.8332397529384251,0.9458253664634056,0.8749999999896815,0.45625295200791,0.28934248020315073,4,8.526387033993842,1.1418685777950945,1,1,1,1.0,1,1.0,0,cju2rzpsmtb0f0835jabkbao1,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9801924857199174,0.9611544060958103,0.985632739086703,0.9748119582382705,0.8396435824574635,0.6020073437135566,4,7.0710678118654755,0.8743309965538724,1,1,1,1.0,1,1.0,0,cju2trbpkv0c00988hxla5dzz,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9862491716361648,0.9728713842117818,0.9768357719116958,0.9958457635138207,0.9436838824266055,0.6662299146455527,4,4.123105625617661,0.5341522964339621,1,1,1,1.0,1,1.0,0,cju2u2b9o4zvp08788qb9nqxj,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9371558344819512,0.8817434059349284,0.8882742338651785,0.991730625110495,0.6445008260212954,0.5630166056354723,4,61.22164611291086,8.222175328345731,1,2,1,1.0,1,1.0,1,cju2u73dj53oz0878486k8k4b,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9200357970094125,0.8519132342180337,0.9894246991009982,0.8597416396917978,0.517082571618674,0.37855978190124295,4,54.619590167773076,6.859679235420755,1,1,1,1.0,1,1.0,0,cju2ulk385h170799rlklxob0,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8217552334940331,0.6974401727502785,0.9492461797440924,0.7244553914291321,0.37871477574879925,0.29884125337117023,4,138.96726116755949,16.71655436131823,1,2,1,1.0,1,1.0,1,cju2wtwj87kys0855kx6mddzw,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9777849388713665,0.9565354454783601,0.9622993062399908,0.9937771227339974,0.9184191175464784,0.7289449433499668,4,5.656854249492381,0.6934367155033914,1,1,1,1.0,1,1.0,0,cju2xbk0080y80801eghyddi2,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.9037224329251264,0.8243554917724628,0.83094249943889,0.9904754084879906,0.7715014768505921,0.6627362832505558,4,51.48776396496086,6.473765215203451,1,1,1,1.0,1,1.0,0,cju2xjz2ju8pe0993ysv9wg17,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8882161478901006,0.7989108190449783,0.808116935390197,0.9859409858133239,0.35739140860925855,0.18046636704190686,4,58.69752887099549,7.534860286415224,1,1,1,1.0,1,1.0,0,cju2xs6na81t20878pt6nkfip,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
0.8530131426639515,0.7436991428525431,0.9658896723335282,0.7637582483886762,0.4414447673881085,0.2828750680220888,4,86.29160105456381,11.401263845837581,2,2,1,0.5,1,0.5,1,cju2y5zas8m7f0801d34g5owq,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold4/best.pth,False
