epoch,train_loss,val_dice,lr,seconds
1,1.01447,0.62151,9.993148e-05,11.4
2,0.66685,0.77080,9.972609e-05,4.0
3,0.55000,0.79385,9.938442e-05,3.9
4,0.50461,0.79431,9.890738e-05,4.3
5,0.46877,0.78956,9.829629e-05,4.2
6,0.42138,0.82601,9.755283e-05,4.3
7,0.39989,0.81247,9.667902e-05,4.4
8,0.37219,0.82581,9.567727e-05,3.6
9,0.37077,0.82729,9.455033e-05,4.6
10,0.33235,0.83733,9.330127e-05,4.5
11,0.31728,0.84327,9.193353e-05,4.2
12,0.30529,0.83760,9.045085e-05,4.0
13,0.29249,0.84773,8.885730e-05,3.8
14,0.29171,0.84483,8.715724e-05,3.9
15,0.27740,0.84675,8.535534e-05,4.5
16,0.28124,0.85119,8.345653e-05,4.4
17,0.28620,0.85663,8.146602e-05,4.1
18,0.26886,0.85367,7.938926e-05,4.4
19,0.24881,0.84362,7.723195e-05,4.0
20,0.26148,0.86163,7.500000e-05,4.3
21,0.24105,0.85479,7.269952e-05,4.5
22,0.24648,0.84593,7.033683e-05,4.4
23,0.24046,0.85513,6.791840e-05,4.3
24,0.23713,0.85140,6.545085e-05,3.7
25,0.24008,0.85273,6.294095e-05,4.1
26,0.22481,0.85140,6.039558e-05,4.5
27,0.21903,0.84671,5.782172e-05,3.8
28,0.21760,0.86114,5.522642e-05,3.5
29,0.20549,0.85322,5.261680e-05,4.1
30,0.21126,0.85223,5.000000e-05,4.6
31,0.19752,0.85759,4.738320e-05,4.3
32,0.20807,0.85570,4.477358e-05,4.2
33,0.19823,0.85521,4.217828e-05,4.7
34,0.20220,0.85863,3.960442e-05,4.6
35,0.19738,0.85814,3.705905e-05,4.2
