epoch,train_loss,val_dice,lr,seconds
1,0.95502,0.75070,9.993148e-05,18.2
2,0.53869,0.80337,9.972609e-05,11.2
3,0.41854,0.80991,9.938442e-05,11.2
4,0.38649,0.84194,9.890738e-05,11.3
5,0.32285,0.86137,9.829629e-05,11.1
6,0.29822,0.86550,9.755283e-05,10.8
7,0.27700,0.83266,9.667902e-05,10.7
8,0.27606,0.87498,9.567727e-05,11.1
9,0.25993,0.87947,9.455033e-05,11.2
10,0.24142,0.87350,9.330127e-05,10.9
11,0.23266,0.88768,9.193353e-05,10.4
12,0.21786,0.88071,9.045085e-05,10.9
13,0.21498,0.88412,8.885730e-05,11.1
14,0.22431,0.87013,8.715724e-05,10.6
15,0.22499,0.88793,8.535534e-05,10.8
16,0.21370,0.88302,8.345653e-05,10.9
17,0.19079,0.88977,8.146602e-05,11.2
18,0.18861,0.88556,7.938926e-05,11.1
19,0.19920,0.89079,7.723195e-05,11.3
20,0.17507,0.88857,7.500000e-05,11.1
21,0.16276,0.88662,7.269952e-05,11.2
22,0.17327,0.89249,7.033683e-05,11.2
23,0.16926,0.88223,6.791840e-05,11.2
24,0.17435,0.88523,6.545085e-05,11.0
25,0.17980,0.89076,6.294095e-05,11.2
26,0.16439,0.87389,6.039558e-05,11.1
27,0.15259,0.87463,5.782172e-05,11.2
28,0.17740,0.89102,5.522642e-05,11.2
29,0.15960,0.89512,5.261680e-05,11.4
30,0.14476,0.88653,5.000000e-05,11.1
31,0.15323,0.88532,4.738320e-05,10.9
32,0.14808,0.88664,4.477358e-05,11.6
33,0.14555,0.88177,4.217828e-05,11.6
34,0.14602,0.88218,3.960442e-05,11.6
35,0.14575,0.88556,3.705905e-05,11.7
36,0.13617,0.88622,3.454915e-05,11.6
37,0.14398,0.88328,3.208160e-05,11.2
38,0.13247,0.88669,2.966317e-05,11.1
39,0.12787,0.88864,2.730048e-05,11.0
40,0.13065,0.89082,2.500000e-05,11.1
41,0.12134,0.88542,2.276805e-05,11.2
42,0.12255,0.88184,2.061074e-05,11.2
43,0.12617,0.88361,1.853398e-05,11.3
44,0.13251,0.88640,1.654347e-05,11.3
