epoch,train_loss,val_dice,lr,seconds
1,1.18290,0.65988,9.993148e-05,4.7
2,0.94817,0.78648,9.972609e-05,3.9
3,0.84996,0.78085,9.938442e-05,3.8
4,0.77104,0.82873,9.890738e-05,4.3
5,0.70222,0.83325,9.829629e-05,3.9
6,0.63801,0.86548,9.755283e-05,3.9
7,0.59187,0.87233,9.667902e-05,3.9
8,0.54581,0.87707,9.567727e-05,3.7
9,0.52385,0.87111,9.455033e-05,7.6
10,0.47857,0.86453,9.330127e-05,4.1
11,0.44767,0.88369,9.193353e-05,4.1
12,0.42493,0.88420,9.045085e-05,4.0
13,0.39940,0.88666,8.885730e-05,4.2
14,0.38678,0.88008,8.715724e-05,3.9
15,0.37755,0.88061,8.535534e-05,4.0
16,0.35543,0.89407,8.345653e-05,4.1
17,0.33512,0.88366,8.146602e-05,7.2
18,0.31603,0.90757,7.938926e-05,4.2
19,0.31528,0.89228,7.723195e-05,3.9
20,0.29053,0.88911,7.500000e-05,3.8
21,0.29646,0.88269,7.269952e-05,4.1
22,0.28555,0.88938,7.033683e-05,4.6
23,0.28735,0.88694,6.791840e-05,6.3
24,0.26831,0.89250,6.545085e-05,3.8
25,0.26266,0.89506,6.294095e-05,3.7
26,0.25252,0.89899,6.039558e-05,3.8
27,0.25217,0.89453,5.782172e-05,3.9
28,0.25091,0.89067,5.522642e-05,5.2
29,0.23837,0.89569,5.261680e-05,6.3
30,0.22610,0.89087,5.000000e-05,4.0
31,0.22490,0.88518,4.738320e-05,3.9
32,0.22979,0.89346,4.477358e-05,3.9
33,0.21369,0.89174,4.217828e-05,4.0
