epoch,train_loss,val_dice,lr,seconds
1,0.95996,0.77807,9.993148e-05,11.5
2,0.67459,0.80151,9.972609e-05,3.8
3,0.58390,0.83048,9.938442e-05,4.1
4,0.53786,0.84211,9.890738e-05,4.3
5,0.50233,0.85668,9.829629e-05,4.3
6,0.48142,0.85476,9.755283e-05,7.4
7,0.43668,0.85733,9.667902e-05,5.3
8,0.42048,0.83425,9.567727e-05,4.7
9,0.39001,0.87324,9.455033e-05,4.1
10,0.37267,0.87157,9.330127e-05,3.8
11,0.35701,0.87834,9.193353e-05,4.0
12,0.34630,0.86225,9.045085e-05,5.0
13,0.34052,0.87340,8.885730e-05,4.5
14,0.33366,0.88856,8.715724e-05,4.2
15,0.31062,0.88647,8.535534e-05,4.5
16,0.30922,0.87807,8.345653e-05,4.4
17,0.30505,0.88721,8.146602e-05,4.7
18,0.29317,0.88921,7.938926e-05,4.2
19,0.29738,0.88620,7.723195e-05,4.7
20,0.28251,0.89152,7.500000e-05,4.4
21,0.28958,0.88369,7.269952e-05,4.2
22,0.28620,0.90283,7.033683e-05,4.1
23,0.26092,0.90001,6.791840e-05,4.1
24,0.26728,0.89315,6.545085e-05,4.3
25,0.26387,0.88089,6.294095e-05,4.9
26,0.27758,0.89661,6.039558e-05,4.1
27,0.24829,0.89456,5.782172e-05,4.4
28,0.24021,0.88601,5.522642e-05,4.6
29,0.24778,0.89561,5.261680e-05,4.6
30,0.23483,0.90262,5.000000e-05,5.0
31,0.22526,0.89791,4.738320e-05,4.5
32,0.22763,0.90297,4.477358e-05,4.8
33,0.21597,0.90193,4.217828e-05,4.8
34,0.21840,0.90326,3.960442e-05,4.6
35,0.21692,0.90087,3.705905e-05,7.6
36,0.22038,0.88430,3.454915e-05,4.5
37,0.23680,0.89900,3.208160e-05,4.8
38,0.21778,0.88116,2.966317e-05,4.8
39,0.22148,0.90240,2.730048e-05,4.9
40,0.21245,0.91086,2.500000e-05,8.3
41,0.21493,0.88699,2.276805e-05,4.2
42,0.20375,0.90499,2.061074e-05,4.5
43,0.21655,0.90384,1.853398e-05,4.3
44,0.20540,0.90317,1.654347e-05,3.9
45,0.21000,0.89813,1.464466e-05,5.1
46,0.20246,0.90054,1.284276e-05,4.8
47,0.19603,0.90106,1.114270e-05,4.7
48,0.21080,0.90163,9.549150e-06,4.7
49,0.20739,0.90269,8.066472e-06,4.4
50,0.20393,0.90019,6.698730e-06,4.9
51,0.19995,0.89938,5.449674e-06,4.5
52,0.20208,0.90219,4.322727e-06,4.4
53,0.20055,0.90090,3.320979e-06,4.9
54,0.20596,0.90001,2.447174e-06,4.2
55,0.19823,0.90058,1.703709e-06,5.1
