epoch,train_loss,val_dice,lr,seconds
1,1.15277,0.69888,9.993148e-05,11.1
2,0.82372,0.84247,9.972609e-05,4.7
3,0.71767,0.82146,9.938442e-05,4.7
4,0.64962,0.84773,9.890738e-05,4.8
5,0.59158,0.86957,9.829629e-05,5.0
6,0.54958,0.87238,9.755283e-05,4.7
7,0.50886,0.86750,9.667902e-05,4.7
8,0.46955,0.86141,9.567727e-05,5.0
9,0.43491,0.90344,9.455033e-05,5.1
10,0.39688,0.88924,9.330127e-05,4.9
11,0.37882,0.89292,9.193353e-05,4.8
12,0.36333,0.88763,9.045085e-05,4.9
13,0.34216,0.89734,8.885730e-05,4.9
14,0.33039,0.88077,8.715724e-05,5.1
15,0.31917,0.90185,8.535534e-05,5.1
16,0.28759,0.89703,8.345653e-05,5.1
17,0.27488,0.88624,8.146602e-05,4.8
18,0.27869,0.87394,7.938926e-05,5.0
19,0.25484,0.89956,7.723195e-05,4.8
20,0.23584,0.89828,7.500000e-05,4.9
21,0.23929,0.89818,7.269952e-05,5.1
22,0.22529,0.88883,7.033683e-05,5.0
23,0.21588,0.90967,6.791840e-05,5.0
24,0.22289,0.89544,6.545085e-05,4.9
25,0.20446,0.90935,6.294095e-05,5.2
26,0.20161,0.90397,6.039558e-05,4.8
27,0.19019,0.90918,5.782172e-05,5.0
28,0.19141,0.91462,5.522642e-05,4.7
29,0.18348,0.91593,5.261680e-05,4.9
30,0.19239,0.90914,5.000000e-05,4.9
31,0.17208,0.91347,4.738320e-05,5.0
32,0.15636,0.91408,4.477358e-05,5.1
33,0.16884,0.91225,4.217828e-05,4.9
34,0.16088,0.91084,3.960442e-05,5.0
35,0.15488,0.90968,3.705905e-05,4.9
36,0.14797,0.91324,3.454915e-05,5.0
37,0.15147,0.91115,3.208160e-05,5.0
38,0.16147,0.90691,2.966317e-05,5.0
39,0.15164,0.91191,2.730048e-05,4.6
40,0.14730,0.91412,2.500000e-05,4.8
41,0.14630,0.91157,2.276805e-05,5.0
42,0.13617,0.91253,2.061074e-05,5.1
43,0.14827,0.91375,1.853398e-05,4.9
44,0.13904,0.91277,1.654347e-05,4.8
