epoch,train_loss,val_dice,lr,seconds
1,0.98698,0.80071,9.993148e-05,6.7
2,0.71609,0.81793,9.972609e-05,6.0
3,0.61303,0.85489,9.938442e-05,6.0
4,0.52827,0.85329,9.890738e-05,5.9
5,0.46403,0.85666,9.829629e-05,5.9
6,0.43851,0.85678,9.755283e-05,5.9
7,0.40507,0.85554,9.667902e-05,6.0
8,0.37081,0.87864,9.567727e-05,5.9
9,0.34740,0.88560,9.455033e-05,6.0
10,0.33594,0.87408,9.330127e-05,5.8
11,0.31656,0.88353,9.193353e-05,5.9
12,0.29755,0.88142,9.045085e-05,6.1
13,0.30158,0.87417,8.885730e-05,5.7
14,0.27852,0.89598,8.715724e-05,5.9
15,0.27330,0.89635,8.535534e-05,6.0
16,0.25489,0.89538,8.345653e-05,5.9
17,0.25726,0.87953,8.146602e-05,5.9
18,0.25120,0.89524,7.938926e-05,6.0
19,0.25810,0.85914,7.723195e-05,6.1
20,0.24239,0.90178,7.500000e-05,5.9
21,0.22610,0.89039,7.269952e-05,6.0
22,0.23865,0.88904,7.033683e-05,5.9
23,0.22953,0.89571,6.791840e-05,5.8
24,0.21577,0.89304,6.545085e-05,5.9
25,0.21994,0.89636,6.294095e-05,5.8
26,0.20241,0.89844,6.039558e-05,6.0
27,0.20848,0.90040,5.782172e-05,5.9
28,0.19638,0.90948,5.522642e-05,6.0
29,0.19610,0.89896,5.261680e-05,6.1
30,0.19402,0.89986,5.000000e-05,6.0
31,0.19057,0.90437,4.738320e-05,5.9
32,0.18716,0.90756,4.477358e-05,6.1
33,0.17408,0.91144,4.217828e-05,6.0
34,0.17979,0.90309,3.960442e-05,5.8
35,0.17568,0.91507,3.705905e-05,5.9
36,0.17249,0.90814,3.454915e-05,5.9
37,0.17539,0.91148,3.208160e-05,6.0
38,0.15864,0.91577,2.966317e-05,6.1
39,0.17033,0.91254,2.730048e-05,6.0
40,0.16585,0.90869,2.500000e-05,6.0
41,0.15977,0.91216,2.276805e-05,5.8
42,0.15876,0.91280,2.061074e-05,5.9
43,0.16286,0.91687,1.853398e-05,5.8
44,0.15722,0.92093,1.654347e-05,5.9
45,0.15360,0.91940,1.464466e-05,6.1
46,0.15287,0.91757,1.284276e-05,5.9
47,0.15797,0.92058,1.114270e-05,6.0
48,0.14915,0.91901,9.549150e-06,5.9
49,0.14144,0.91782,8.066472e-06,6.0
50,0.15155,0.91773,6.698730e-06,6.0
51,0.14671,0.92032,5.449674e-06,6.0
52,0.13810,0.92158,4.322727e-06,6.0
53,0.13597,0.92107,3.320979e-06,6.0
54,0.14890,0.92097,2.447174e-06,6.1
55,0.14189,0.92108,1.703709e-06,5.9
56,0.14056,0.92139,1.092620e-06,6.0
57,0.13594,0.92226,6.155830e-07,6.0
58,0.13655,0.92174,2.739052e-07,6.0
59,0.15115,0.92198,6.852326e-08,6.0
60,0.14330,0.92042,0.000000e+00,6.0
