epoch,train_loss,val_dice,lr,seconds
1,0.96279,0.79921,9.993148e-05,7.8
2,0.70009,0.79508,9.972609e-05,6.7
3,0.57890,0.83406,9.938442e-05,6.8
4,0.52107,0.86519,9.890738e-05,6.9
5,0.45650,0.87688,9.829629e-05,6.8
6,0.42212,0.88796,9.755283e-05,7.0
7,0.39453,0.87607,9.667902e-05,6.8
8,0.36846,0.86574,9.567727e-05,6.9
9,0.35040,0.89510,9.455033e-05,6.8
10,0.32835,0.89213,9.330127e-05,6.8
11,0.30901,0.88792,9.193353e-05,7.0
12,0.29264,0.90915,9.045085e-05,6.9
13,0.29880,0.90555,8.885730e-05,6.7
14,0.28860,0.89929,8.715724e-05,6.7
15,0.28830,0.90012,8.535534e-05,6.7
16,0.27253,0.89143,8.345653e-05,7.0
17,0.26286,0.88508,8.146602e-05,8.1
18,0.25044,0.90623,7.938926e-05,7.9
19,0.26168,0.89030,7.723195e-05,7.0
20,0.23284,0.90064,7.500000e-05,6.7
21,0.24413,0.90681,7.269952e-05,6.7
22,0.24264,0.90302,7.033683e-05,6.8
23,0.23606,0.89864,6.791840e-05,6.9
24,0.21126,0.91363,6.545085e-05,6.9
25,0.21285,0.90578,6.294095e-05,6.9
26,0.20878,0.91241,6.039558e-05,6.7
27,0.20199,0.91104,5.782172e-05,6.8
28,0.21374,0.91377,5.522642e-05,7.0
29,0.19883,0.90765,5.261680e-05,6.7
30,0.19707,0.90411,5.000000e-05,6.9
31,0.20901,0.90970,4.738320e-05,7.1
32,0.18807,0.90784,4.477358e-05,7.1
33,0.18414,0.91745,4.217828e-05,6.9
34,0.18746,0.91002,3.960442e-05,6.8
35,0.18481,0.90859,3.705905e-05,6.6
36,0.17661,0.91127,3.454915e-05,6.7
37,0.17833,0.90148,3.208160e-05,6.7
38,0.17389,0.90427,2.966317e-05,6.7
39,0.16429,0.90586,2.730048e-05,6.8
40,0.16865,0.90695,2.500000e-05,6.8
41,0.17066,0.89672,2.276805e-05,6.8
42,0.16125,0.90864,2.061074e-05,6.6
43,0.15318,0.90977,1.853398e-05,6.8
44,0.15215,0.91092,1.654347e-05,6.9
45,0.16165,0.90830,1.464466e-05,8.4
46,0.15662,0.91026,1.284276e-05,8.4
47,0.15192,0.90933,1.114270e-05,6.7
48,0.15549,0.90890,9.549150e-06,6.9
