epoch,train_loss,val_dice,lr,seconds
1,1.13052,0.67080,9.993148e-05,11.0
2,0.83009,0.76435,9.972609e-05,4.8
3,0.73632,0.80481,9.938442e-05,5.0
4,0.65568,0.83777,9.890738e-05,4.7
5,0.61579,0.84788,9.829629e-05,4.7
6,0.58186,0.83283,9.755283e-05,5.0
7,0.54434,0.83805,9.667902e-05,4.9
8,0.49952,0.85320,9.567727e-05,4.9
9,0.45110,0.85502,9.455033e-05,5.0
10,0.41814,0.84929,9.330127e-05,4.9
11,0.41089,0.86300,9.193353e-05,4.7
12,0.37039,0.87536,9.045085e-05,4.9
13,0.35620,0.85824,8.885730e-05,4.8
14,0.33034,0.86735,8.715724e-05,5.0
15,0.32207,0.85326,8.535534e-05,5.0
16,0.30368,0.88300,8.345653e-05,5.0
17,0.28247,0.88275,8.146602e-05,4.8
18,0.26535,0.85589,7.938926e-05,4.9
19,0.26486,0.86399,7.723195e-05,4.8
20,0.25013,0.88363,7.500000e-05,4.9
21,0.23770,0.88674,7.269952e-05,5.0
22,0.22945,0.87709,7.033683e-05,5.0
23,0.22476,0.88575,6.791840e-05,4.8
24,0.20971,0.88146,6.545085e-05,5.0
25,0.20382,0.89570,6.294095e-05,5.0
26,0.20541,0.88908,6.039558e-05,5.0
27,0.19165,0.87676,5.782172e-05,5.0
28,0.17901,0.89422,5.522642e-05,5.0
29,0.19199,0.89588,5.261680e-05,5.1
30,0.17998,0.89627,5.000000e-05,4.9
31,0.16963,0.89383,4.738320e-05,4.8
32,0.16411,0.90340,4.477358e-05,4.9
33,0.17224,0.89705,4.217828e-05,4.9
34,0.15891,0.89593,3.960442e-05,5.0
35,0.15893,0.88206,3.705905e-05,5.0
36,0.15423,0.89453,3.454915e-05,5.0
37,0.15646,0.89901,3.208160e-05,4.8
38,0.14900,0.89771,2.966317e-05,4.8
39,0.14215,0.89569,2.730048e-05,4.8
40,0.15008,0.90048,2.500000e-05,4.8
41,0.14167,0.89983,2.276805e-05,4.9
42,0.14213,0.90309,2.061074e-05,4.9
43,0.13681,0.90182,1.853398e-05,5.1
44,0.14114,0.90133,1.654347e-05,4.7
45,0.13959,0.89803,1.464466e-05,5.1
46,0.14179,0.89382,1.284276e-05,4.8
47,0.13017,0.89575,1.114270e-05,4.9
