epoch,train_loss,val_dice,lr,seconds
1,1.05637,0.75103,9.993148e-05,9.4
2,0.70260,0.78856,9.972609e-05,3.5
3,0.59748,0.80126,9.938442e-05,3.5
4,0.54218,0.82361,9.890738e-05,3.6
5,0.50046,0.84198,9.829629e-05,3.6
6,0.48813,0.83333,9.755283e-05,3.6
7,0.47778,0.84137,9.667902e-05,3.7
8,0.43432,0.85891,9.567727e-05,3.5
9,0.41192,0.85859,9.455033e-05,3.6
10,0.40395,0.86951,9.330127e-05,3.5
11,0.36886,0.86755,9.193353e-05,3.5
12,0.37468,0.85828,9.045085e-05,3.4
13,0.35096,0.86465,8.885730e-05,3.4
14,0.34739,0.87234,8.715724e-05,3.3
15,0.32304,0.86356,8.535534e-05,3.3
16,0.30921,0.88214,8.345653e-05,3.2
17,0.30765,0.86817,8.146602e-05,3.4
18,0.31019,0.87441,7.938926e-05,3.4
19,0.28760,0.88198,7.723195e-05,3.3
20,0.29713,0.86750,7.500000e-05,3.5
21,0.28859,0.88551,7.269952e-05,3.3
22,0.27912,0.87855,7.033683e-05,3.2
23,0.28297,0.88256,6.791840e-05,3.1
24,0.27064,0.88834,6.545085e-05,3.3
25,0.26172,0.87946,6.294095e-05,3.2
26,0.26181,0.87337,6.039558e-05,3.7
27,0.26683,0.88092,5.782172e-05,3.5
28,0.24708,0.88275,5.522642e-05,3.3
29,0.23999,0.88718,5.261680e-05,3.3
30,0.24606,0.88497,5.000000e-05,3.3
31,0.24229,0.88785,4.738320e-05,3.6
32,0.22688,0.89400,4.477358e-05,3.6
33,0.23581,0.88080,4.217828e-05,3.4
34,0.24218,0.88165,3.960442e-05,3.4
35,0.22128,0.87988,3.705905e-05,3.3
36,0.22565,0.88513,3.454915e-05,3.4
37,0.22421,0.87622,3.208160e-05,3.3
38,0.23183,0.88728,2.966317e-05,3.4
39,0.22916,0.88631,2.730048e-05,3.6
40,0.21777,0.88899,2.500000e-05,3.4
41,0.21294,0.88871,2.276805e-05,3.3
42,0.21422,0.88910,2.061074e-05,3.4
43,0.21286,0.88825,1.853398e-05,3.4
44,0.21146,0.88808,1.654347e-05,3.4
45,0.19919,0.88905,1.464466e-05,3.3
46,0.21226,0.89043,1.284276e-05,3.3
47,0.19802,0.88996,1.114270e-05,3.1
