epoch,train_loss,val_dice,lr,seconds
1,0.94370,0.80240,9.993148e-05,10.5
2,0.55600,0.84160,9.972609e-05,4.7
3,0.44558,0.84727,9.938442e-05,4.6
4,0.41835,0.85960,9.890738e-05,4.2
5,0.35002,0.87891,9.829629e-05,4.3
6,0.33979,0.87698,9.755283e-05,4.3
7,0.31638,0.88915,9.667902e-05,4.5
8,0.29561,0.89808,9.567727e-05,4.4
9,0.30261,0.89058,9.455033e-05,4.6
10,0.27173,0.89820,9.330127e-05,4.5
11,0.26302,0.90085,9.193353e-05,4.2
12,0.27246,0.89259,9.045085e-05,4.4
13,0.26445,0.90247,8.885730e-05,4.2
14,0.25246,0.90386,8.715724e-05,4.7
15,0.24601,0.89679,8.535534e-05,4.6
16,0.23379,0.89997,8.345653e-05,4.5
17,0.23684,0.90189,8.146602e-05,4.4
18,0.24588,0.89254,7.938926e-05,4.2
19,0.21228,0.90268,7.723195e-05,4.3
20,0.23518,0.90423,7.500000e-05,4.4
21,0.22257,0.90695,7.269952e-05,4.2
22,0.22430,0.89735,7.033683e-05,4.3
23,0.19791,0.89691,6.791840e-05,4.5
24,0.20196,0.91261,6.545085e-05,4.4
25,0.20118,0.88740,6.294095e-05,4.4
26,0.20184,0.89670,6.039558e-05,4.2
27,0.20296,0.91061,5.782172e-05,4.1
28,0.19805,0.91580,5.522642e-05,4.1
29,0.18825,0.90611,5.261680e-05,4.3
30,0.18597,0.90953,5.000000e-05,4.3
31,0.17466,0.90819,4.738320e-05,4.2
32,0.17356,0.90981,4.477358e-05,4.8
33,0.16887,0.91123,4.217828e-05,4.4
34,0.16706,0.90747,3.960442e-05,4.4
35,0.15798,0.91205,3.705905e-05,4.3
36,0.16909,0.91141,3.454915e-05,4.2
37,0.16681,0.90865,3.208160e-05,4.4
38,0.16795,0.91555,2.966317e-05,4.3
39,0.15100,0.90978,2.730048e-05,4.5
40,0.14708,0.91663,2.500000e-05,4.5
41,0.15513,0.91227,2.276805e-05,4.4
42,0.15104,0.91599,2.061074e-05,4.4
43,0.14680,0.91339,1.853398e-05,4.4
44,0.14647,0.91361,1.654347e-05,4.3
45,0.14131,0.91293,1.464466e-05,4.4
46,0.13687,0.91382,1.284276e-05,4.2
47,0.14315,0.91246,1.114270e-05,4.5
48,0.14448,0.91272,9.549150e-06,4.3
49,0.13768,0.91362,8.066472e-06,4.3
50,0.14256,0.91429,6.698730e-06,4.3
51,0.13751,0.91729,5.449674e-06,4.3
52,0.14642,0.91714,4.322727e-06,4.4
53,0.13823,0.91338,3.320979e-06,4.2
54,0.13994,0.91398,2.447174e-06,4.4
55,0.13374,0.91441,1.703709e-06,4.3
56,0.14705,0.91706,1.092620e-06,4.3
57,0.14046,0.91738,6.155830e-07,4.3
58,0.13961,0.91826,2.739052e-07,4.5
59,0.14365,0.91839,6.852326e-08,4.4
60,0.13304,0.91836,0.000000e+00,4.2
