epoch,train_loss,val_dice,lr,seconds
1,0.97370,0.74282,9.993148e-05,7.0
2,0.72141,0.78626,9.972609e-05,6.2
3,0.61234,0.79829,9.938442e-05,6.0
4,0.52589,0.83326,9.890738e-05,6.1
5,0.48383,0.82258,9.829629e-05,6.3
6,0.43572,0.82808,9.755283e-05,6.1
7,0.39715,0.84225,9.667902e-05,6.0
8,0.36290,0.83080,9.567727e-05,6.1
9,0.34970,0.83064,9.455033e-05,6.1
10,0.33861,0.83548,9.330127e-05,6.2
11,0.31549,0.84567,9.193353e-05,6.1
12,0.28992,0.83821,9.045085e-05,6.2
13,0.29711,0.82732,8.885730e-05,6.2
14,0.27213,0.85013,8.715724e-05,6.2
15,0.28118,0.84861,8.535534e-05,6.2
16,0.26340,0.85418,8.345653e-05,6.2
17,0.24758,0.86913,8.146602e-05,6.2
18,0.24932,0.84394,7.938926e-05,6.4
19,0.23072,0.85969,7.723195e-05,6.2
20,0.21942,0.86343,7.500000e-05,6.0
21,0.23836,0.83958,7.269952e-05,6.2
22,0.21161,0.85180,7.033683e-05,6.2
23,0.22724,0.86577,6.791840e-05,6.1
24,0.22925,0.86417,6.545085e-05,6.1
25,0.20765,0.85286,6.294095e-05,6.5
26,0.20389,0.86951,6.039558e-05,6.3
27,0.19134,0.86236,5.782172e-05,6.4
28,0.18916,0.84972,5.522642e-05,6.3
29,0.19492,0.86459,5.261680e-05,6.5
30,0.18513,0.88248,5.000000e-05,6.5
31,0.17744,0.85551,4.738320e-05,6.6
32,0.18235,0.86007,4.477358e-05,6.6
33,0.17891,0.87515,4.217828e-05,6.3
34,0.17129,0.88081,3.960442e-05,6.0
35,0.16334,0.87669,3.705905e-05,5.9
36,0.16914,0.87819,3.454915e-05,6.1
37,0.16974,0.86849,3.208160e-05,6.2
38,0.15398,0.87691,2.966317e-05,6.3
39,0.16469,0.86565,2.730048e-05,6.0
40,0.14438,0.86620,2.500000e-05,6.1
41,0.14799,0.87306,2.276805e-05,6.3
42,0.14717,0.87279,2.061074e-05,6.1
43,0.14581,0.87949,1.853398e-05,6.2
44,0.14646,0.88188,1.654347e-05,6.2
45,0.13936,0.87645,1.464466e-05,6.1
