dice,iou,precision,recall,boundary_f1,hd95,name,dataset,model,checkpoint,tta
0.9306248404824583,0.8702510360370799,0.9018122133265091,0.9613393413523769,0.35492978707847783,45.26256608910086,cju14hjh2ob2o0835ouz3r5aa,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9542491007180837,0.912501343650133,0.9259380453726932,0.9843460111288719,0.5501385539437795,15.974989604182086,cju16jgnyzp970878melv7r25,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9135902636793294,0.8409260642061009,0.9897450922651702,0.8483174284066219,0.5364301594020481,7.615773105863909,cju17r8il13910799dr2wme2e,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9734298240967547,0.9482350519683332,0.9636815269944733,0.9833773579845156,0.6194282597522925,8.97213595499958,cju18849rrsgr0988p90hkygb,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9415964447875335,0.889638399408546,0.8967160036961299,0.9912060943760355,0.31478805740446575,12.319748580376498,cju1b75x63ddl0799sdp0i2j3,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9183941368829379,0.8491024024557642,0.9847898532693511,0.8603858856241435,0.2435468659446464,51.884487084291386,cju1c0qb4tzi308355wtsnp0y,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.962923889816843,0.9284987672185235,0.9361495002156695,0.9912748959964082,0.44675759806504134,84.02380615040002,cju1c3218411b08014g9f6gig,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9341351867156392,0.8764105682757185,0.9221471738292062,0.9464389959066956,0.38793737070622697,12.727922061357855,cju1cbokpuiw70988j4lq1fpi,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9449195497882953,0.8955900468051461,0.9208166573741282,0.970318172106714,0.3722348851919605,12.535921413868255,cju1cdxvz48hw0801i0fjwcnk,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.1283703657469976,0.06858748301355694,0.9608736276458668,0.06877957429726556,0.1487745029324949,303.51342552414144,cju1drnhbrb9409935wi7vkhg,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9786892798017733,0.9582679006951176,0.9657866379277822,0.991941341261744,0.8065846259137571,9.433981132056603,cju1haab178i70799tk9z8y8x,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9640261335833048,0.9305506295421827,0.9806802784633446,0.9479281923880593,0.44124653457489627,21.035116559119096,cju2hos57llxm08359g92p6jj,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9677713106225154,0.9375551373273282,0.9454790783177464,0.9911401259019333,0.39644725058834834,13.294484657586228,cju2hw5gjlr5h0988so2qqres,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.97219759246106,0.9458993142358704,0.9815348667825127,0.9630362938027167,0.45545973743021795,10.74229285396213,cju2lberzkdzm09938cl40pog,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9449573158602715,0.89565790092254,0.9051535608970944,0.9884228013654427,0.5929594960003624,16.0,cju2lcyfgkf5809932fn9gucn,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9562025617972041,0.9160805792391941,0.9393894266547401,0.9736285059071846,0.33188828016678346,9.909314681077642,cju2nqapmzvk20801f9us40dx,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9661881319430292,0.9345879669179664,0.9356017355507216,0.9988419576948934,0.5347996696614594,5.0,cju2nsmwjlzyl0993jl80chvz,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9677576186140245,0.937529436947388,0.9480840008618832,0.98826502978431,0.6396239153957577,7.810249675906654,cju2otvvv0l7z0855x7we8cb0,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9771570600054492,0.9553344133270891,0.9742085566873193,0.980123465161861,0.7255116861771045,7.99051248379532,cju2pjb9v0ywn0878j5g5n69j,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9747697360772731,0.9507812736112742,0.9801606156666639,0.9694378317570979,0.3944846957172295,18.0,cju2qdj95ru8g09886gfi9rsz,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9800375867521641,0.960856570813683,0.9804147977069467,0.9796606659453284,0.5190719122499429,7.106076496631101,cju2qn2fzs1vy0988l243cvzy,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9354155152895158,0.8786672440974977,0.97210619425479,0.9013937698992969,0.18523157864551174,55.29363943641019,cju2qqn5ys4uo0988ewrt2ip2,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9397691500508224,0.8863816310342888,0.9918417069622657,0.8928915622581739,0.5296556710937792,39.482180961421925,cju2qtee81yd708787bsjr75d,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9133960897894985,0.8405970944946733,0.9422736571115656,0.8862358943308333,0.31141957052793406,62.0,cju2qxxko229x08786gvxxhur,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9797153828766888,0.9602373361650721,0.9736015084830439,0.9859065284574788,0.5976549471604625,5.656854249492381,cju2r2obh2bjm08553kng0rh7,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.7718648372405167,0.6284852519866153,0.9804393667563962,0.6364657928872126,0.23689294758938184,130.26912419315903,cju2r6mt2om21099352pny5gw,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9480331978131356,0.9012006803278696,0.9229920146238889,0.9744710295331686,0.46655167551960147,36.05897896441564,cju2rlqdnoz9k0993cpjae3x0,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.28806929309661866,0.16827158478726723,0.16868455497244203,0.9856596557846243,0.14431859392318191,325.91762380828123,cju2rmd2rsw9g09888hh1efu0,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9471726819292775,0.8996467565687276,0.9785190359591597,0.9177723177572846,0.6351028490795899,5.830951894845301,cju2syxa93yw40799x2iuwabz,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9634041365168475,0.9293922255097882,0.983376870097443,0.9442265596454568,0.46465654004409607,6.2761967623290404,cju2t16vuucaq0835xcpsivn2,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9527315318290273,0.9097299888088374,0.9138180067331582,0.9951066060730941,0.57187929538562,8.54400374531753,cju2t2ivz43i10878zeg8r1br,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9711705245499994,0.9439567466952854,0.9557360645067059,0.9871116785154895,0.6430195581756531,4.47213595499958,cju2upu4evw7g08358guwozxv,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.4643545662318109,0.3023839722509192,0.6631471389608131,0.35725863176134665,0.28959490677168487,305.45867150892934,cju2uzabhs6er0993x3aaf87p,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9754395738303154,0.9520566566063778,0.9944907492850832,0.9571045942756605,0.5184149522914832,8.0,cju2xyd9vyi7m098831qcucse,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9462637999848299,0.8980082490961276,0.9086987078975957,0.987068661763892,0.25095009194707835,33.24154027718932,cju2yi9tz8vky0801yqip0xyl,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9704341461526153,0.9425663667129206,0.962223792515494,0.9787858183565249,0.5855938306000648,17.0,cju2yyhsp933j0855hp32e012,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.8962100413364378,0.8119389330389848,0.8131943649019975,0.9981022000351577,0.3760422705511916,19.235384061671343,cju2zrojo9kcd0878ld2epejq,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9852414653427441,0.9709122236409853,0.9799712758776197,0.9905686464269583,0.5932521873388642,12.0,cju30qbm1ad3x0855znuhpz9u,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.864709136164689,0.7616630801057223,0.7731844035909109,0.9808114608335208,0.48208119014163786,58.373130501236034,cju30u1hbakn808019g15nb8b,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.973224083689468,0.9478446740224592,0.9540304073368184,0.9932059130880005,0.7015486084666621,3.605551275463989,cju3128yi0rpu0988o4oo5n8n,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9861707466672371,0.9727187723429721,0.9792901046551502,0.9931487617210588,0.7440782024945526,4.47213595499958,cju31y80qbawn0801twwm2l5s,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9041613718622705,0.8250862386543211,0.967863912705179,0.8483265039075373,0.43666996375955613,110.28232342056889,cju32a52lb9rc0799xi40qs00,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9200046986950311,0.8518599086342139,0.9751724481386179,0.8707446690217002,0.38937261142839835,55.75813018569492,cju32gzs6xo8x0993r8tedbpb,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9688438001699308,0.9395703583313495,0.9762719812380948,0.9615278034317313,0.6811895007569488,7.0710678118654755,cju32srle1xfq083575i3fl75,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.6393306767282864,0.46986484209919804,0.48613680851569174,0.933499819780306,0.18066821469664077,151.88605619118186,cju35c4wzdhow0799h6eq4sgs,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9359571685457169,0.8796235836357219,0.9945497578854916,0.8838842895445996,0.4722539311117788,46.0542952838869,cju35fxqyzt5p0993vusm54qz,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9580604949048472,0.919497235895048,0.9530216647635319,0.9631528910116011,0.32213996140768225,9.25170995850744,cju3ttznuftyf09875t11850w,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9813646641951739,0.963411173459632,0.9668451948949806,0.9963268706443158,0.3220077122355305,10.0,cju3u39fog1bo0871lxjrabks,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9526178767706651,0.9095227573996696,0.9690898818188967,0.9366964752976615,0.5286820742263963,25.969768577470518,cju3u4lxmg59o0755rz42b9en,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.03154328872087775,0.016024375105704314,0.10142857142494899,0.01867560991636302,0.024505156431997254,229.81336932964274,cju3uhb79gcgr0871orbrbi3x,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.7828792185388539,0.643222291873952,0.9723453099127485,0.6552086987016205,0.30671935074493556,166.9975502339067,cju3xeexgii1j0817zs68tb4g,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9559325893819407,0.9155851237766868,0.9270097173042512,0.9867183826870389,0.6757490366113702,6.082762530298219,cju3xiic0ilzp0850lusrb42j,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9690178790045981,0.939897850089798,0.9522262334422114,0.9864123659812215,0.7732540153961645,4.0,cju41p90plcsx08018cnzpndc,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9788750600122265,0.9586241817029236,0.9790196875079266,0.9787304752373297,0.6934266448923652,5.0,cju41s6nbleqy0755e2mslg0b,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9697403939064723,0.9412582888534975,0.9689331379829218,0.9705489960610681,0.6273014654478871,11.260039002625248,cju422cm8lfxn0818ojicxejb,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9591070679409133,0.9214272077375093,0.9314448685498441,0.9884625887481926,0.3198752484667006,23.903851908305768,cju43gfosm63n08714rpih8pe,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.6498595231293666,0.4813273390896451,0.4898139445338537,0.9652540670795893,0.33861358989841633,231.6375400726091,cju5bmhdcafs909878qfzrqzi,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9801523493181815,0.9610772242921787,0.9799218757488699,0.9803829313249152,0.38763418971974006,15.132745950421556,cju5boicjagt20871b1fotkh4,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9783278655920287,0.9575751678486765,0.9946834317114202,0.96250146707687,0.5820024570704574,7.211102550927978,cju5ekty5ckzf07550c9u3ckk,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
0.9783039759144052,0.957529395095743,0.9815858263114098,0.9750439975737138,0.6453377780701887,4.47213595499958,cju5f0dezct4q08183ydw11dx,kvasir-seg,unet,polypseg/runs/unet_seed1337/best.pth,False
