epoch,train_loss,val_dice,lr,seconds
1,0.97252,0.76562,9.993148e-05,6.6
2,0.70985,0.79151,9.972609e-05,5.7
3,0.60120,0.85403,9.938442e-05,5.9
4,0.53210,0.85869,9.890738e-05,5.8
5,0.47399,0.85131,9.829629e-05,5.8
6,0.43484,0.86752,9.755283e-05,5.7
7,0.40428,0.84523,9.667902e-05,5.6
8,0.40011,0.87531,9.567727e-05,5.9
9,0.36221,0.87300,9.455033e-05,5.8
10,0.32616,0.86385,9.330127e-05,5.9
11,0.29997,0.86556,9.193353e-05,6.0
12,0.28857,0.89139,9.045085e-05,6.0
13,0.29158,0.87169,8.885730e-05,5.8
14,0.28060,0.89032,8.715724e-05,5.7
15,0.28118,0.88012,8.535534e-05,5.7
16,0.27192,0.87356,8.345653e-05,5.8
17,0.25750,0.88401,8.146602e-05,5.7
18,0.25047,0.89187,7.938926e-05,5.9
19,0.24523,0.88280,7.723195e-05,5.8
20,0.23140,0.88352,7.500000e-05,5.9
21,0.23304,0.88199,7.269952e-05,5.9
22,0.22567,0.88918,7.033683e-05,5.8
23,0.21056,0.88291,6.791840e-05,6.0
24,0.21530,0.88296,6.545085e-05,6.0
25,0.20753,0.88675,6.294095e-05,5.8
26,0.21525,0.88240,6.039558e-05,5.7
27,0.19899,0.88997,5.782172e-05,5.9
28,0.20758,0.89145,5.522642e-05,6.0
29,0.20554,0.88145,5.261680e-05,5.8
30,0.20290,0.88573,5.000000e-05,5.7
31,0.18358,0.89174,4.738320e-05,6.1
32,0.17301,0.89287,4.477358e-05,5.9
33,0.17825,0.88808,4.217828e-05,5.8
34,0.18661,0.89199,3.960442e-05,5.8
35,0.17885,0.89135,3.705905e-05,6.1
36,0.17077,0.89052,3.454915e-05,5.9
37,0.17363,0.89161,3.208160e-05,5.7
38,0.16618,0.89245,2.966317e-05,5.9
39,0.16914,0.89573,2.730048e-05,5.9
40,0.14863,0.89472,2.500000e-05,5.8
41,0.15654,0.89289,2.276805e-05,5.7
42,0.16017,0.88679,2.061074e-05,5.9
43,0.14404,0.89007,1.853398e-05,5.8
44,0.15097,0.89200,1.654347e-05,5.9
45,0.14278,0.89406,1.464466e-05,5.9
46,0.15161,0.89310,1.284276e-05,5.9
47,0.14819,0.89232,1.114270e-05,5.9
48,0.13973,0.89547,9.549150e-06,5.8
49,0.13895,0.89501,8.066472e-06,5.7
50,0.14524,0.89307,6.698730e-06,5.9
51,0.13973,0.89097,5.449674e-06,5.9
52,0.14023,0.89429,4.322727e-06,5.7
53,0.13521,0.89379,3.320979e-06,5.8
54,0.14399,0.89440,2.447174e-06,5.8
