epoch,train_loss,val_dice,lr,seconds
1,1.15362,0.65348,9.993148e-05,13.2
2,0.83843,0.78470,9.972609e-05,6.4
3,0.73421,0.82413,9.938442e-05,6.3
4,0.66635,0.85492,9.890738e-05,6.2
5,0.63152,0.83465,9.829629e-05,6.1
6,0.58944,0.84299,9.755283e-05,6.3
7,0.54038,0.86162,9.667902e-05,6.3
8,0.50473,0.84461,9.567727e-05,6.1
9,0.47714,0.85228,9.455033e-05,6.1
10,0.43691,0.87270,9.330127e-05,6.2
11,0.41457,0.86143,9.193353e-05,6.1
12,0.39134,0.89094,9.045085e-05,6.1
13,0.38178,0.87096,8.885730e-05,5.7
14,0.37230,0.88215,8.715724e-05,6.1
15,0.33249,0.86805,8.535534e-05,6.4
16,0.32321,0.87905,8.345653e-05,6.3
17,0.30567,0.86724,8.146602e-05,6.4
18,0.29621,0.87607,7.938926e-05,6.2
19,0.27563,0.88481,7.723195e-05,6.2
20,0.26255,0.88198,7.500000e-05,6.1
21,0.25414,0.88420,7.269952e-05,6.3
22,0.25631,0.87871,7.033683e-05,6.3
23,0.25387,0.88379,6.791840e-05,6.4
24,0.24079,0.88515,6.545085e-05,6.3
25,0.23385,0.88424,6.294095e-05,6.1
26,0.22636,0.88695,6.039558e-05,5.9
27,0.21067,0.87373,5.782172e-05,5.8
