epoch,train_loss,val_dice,lr,seconds
1,1.20850,0.58930,9.993148e-05,4.7
2,0.96607,0.70158,9.972609e-05,3.6
3,0.87398,0.73937,9.938442e-05,3.8
4,0.80234,0.78576,9.890738e-05,4.3
5,0.73303,0.81477,9.829629e-05,4.2
6,0.68378,0.78903,9.755283e-05,4.4
7,0.63282,0.79199,9.667902e-05,4.0
8,0.60273,0.81752,9.567727e-05,3.9
9,0.55315,0.81337,9.455033e-05,3.9
10,0.52017,0.79734,9.330127e-05,3.7
11,0.48366,0.84121,9.193353e-05,3.7
12,0.46173,0.84630,9.045085e-05,4.1
13,0.43551,0.84039,8.885730e-05,3.9
14,0.41335,0.81697,8.715724e-05,3.9
15,0.39733,0.81874,8.535534e-05,4.0
16,0.37809,0.85707,8.345653e-05,4.0
17,0.34679,0.84308,8.146602e-05,4.2
18,0.32970,0.86015,7.938926e-05,4.2
19,0.31959,0.85068,7.723195e-05,4.3
20,0.30924,0.84943,7.500000e-05,4.4
21,0.30837,0.83791,7.269952e-05,3.8
22,0.29369,0.86277,7.033683e-05,3.9
23,0.27338,0.86816,6.791840e-05,4.3
24,0.27643,0.86099,6.545085e-05,4.1
25,0.26397,0.86632,6.294095e-05,4.4
26,0.26223,0.85424,6.039558e-05,4.1
27,0.23931,0.84423,5.782172e-05,4.0
28,0.24459,0.86572,5.522642e-05,4.0
29,0.22451,0.86984,5.261680e-05,4.0
30,0.21920,0.86809,5.000000e-05,4.1
31,0.22165,0.86137,4.738320e-05,3.9
32,0.22358,0.87654,4.477358e-05,3.8
33,0.20662,0.86792,4.217828e-05,3.8
34,0.20511,0.86941,3.960442e-05,4.0
35,0.21115,0.87590,3.705905e-05,3.8
36,0.19498,0.87148,3.454915e-05,4.0
37,0.20190,0.87268,3.208160e-05,4.2
38,0.20307,0.86561,2.966317e-05,3.8
39,0.19150,0.86376,2.730048e-05,4.1
40,0.18457,0.87135,2.500000e-05,3.8
41,0.17970,0.87202,2.276805e-05,4.2
42,0.18519,0.87222,2.061074e-05,3.9
43,0.17729,0.87563,1.853398e-05,4.2
44,0.17780,0.87396,1.654347e-05,3.8
45,0.16635,0.86994,1.464466e-05,4.2
46,0.16999,0.87568,1.284276e-05,3.8
47,0.17420,0.87142,1.114270e-05,3.6
