epoch,train_loss,val_dice,lr,seconds
1,1.14527,0.67377,9.993148e-05,11.1
2,0.83412,0.84356,9.972609e-05,4.6
3,0.71580,0.84862,9.938442e-05,4.7
4,0.65267,0.85261,9.890738e-05,4.8
5,0.58587,0.86508,9.829629e-05,4.9
6,0.55598,0.87538,9.755283e-05,4.9
7,0.50872,0.86786,9.667902e-05,4.8
8,0.46945,0.88648,9.567727e-05,4.9
9,0.44030,0.88717,9.455033e-05,4.7
10,0.41854,0.90115,9.330127e-05,5.1
11,0.38649,0.88871,9.193353e-05,5.1
12,0.36321,0.88149,9.045085e-05,4.9
13,0.35698,0.89081,8.885730e-05,4.9
14,0.33090,0.89760,8.715724e-05,4.7
15,0.30501,0.89274,8.535534e-05,4.9
16,0.31352,0.89865,8.345653e-05,4.9
17,0.29737,0.90120,8.146602e-05,4.9
18,0.27524,0.89457,7.938926e-05,4.9
19,0.25913,0.87998,7.723195e-05,4.9
20,0.24203,0.90375,7.500000e-05,4.9
21,0.23442,0.89293,7.269952e-05,4.8
22,0.22587,0.90013,7.033683e-05,4.9
23,0.21571,0.90422,6.791840e-05,4.9
24,0.21772,0.90304,6.545085e-05,5.3
25,0.22100,0.90200,6.294095e-05,5.0
26,0.19912,0.90561,6.039558e-05,4.9
27,0.20442,0.90638,5.782172e-05,4.9
28,0.19059,0.90979,5.522642e-05,4.9
29,0.18579,0.89633,5.261680e-05,4.8
30,0.17563,0.91419,5.000000e-05,4.7
31,0.16789,0.90898,4.738320e-05,5.0
32,0.18559,0.90226,4.477358e-05,4.7
33,0.15912,0.89983,4.217828e-05,4.7
34,0.17692,0.90418,3.960442e-05,4.9
35,0.15432,0.90475,3.705905e-05,4.9
36,0.15288,0.91291,3.454915e-05,4.7
37,0.15135,0.90696,3.208160e-05,4.9
38,0.16751,0.89979,2.966317e-05,4.8
39,0.16362,0.89958,2.730048e-05,4.8
40,0.15091,0.90494,2.500000e-05,5.0
41,0.14734,0.90251,2.276805e-05,4.8
42,0.15079,0.90638,2.061074e-05,4.9
43,0.14594,0.90257,1.853398e-05,4.8
44,0.13842,0.90477,1.654347e-05,4.8
45,0.13790,0.90619,1.464466e-05,5.0
