epoch,train_loss,val_dice,lr,seconds
1,0.97273,0.76518,9.993148e-05,4.8
2,0.74011,0.81611,9.972609e-05,4.2
3,0.62109,0.85133,9.938442e-05,4.0
4,0.55895,0.84348,9.890738e-05,4.8
5,0.50830,0.86322,9.829629e-05,6.6
6,0.44937,0.88045,9.755283e-05,3.8
7,0.42537,0.85949,9.667902e-05,3.8
8,0.38719,0.86836,9.567727e-05,4.2
9,0.39273,0.88772,9.455033e-05,4.1
10,0.34382,0.88737,9.330127e-05,7.1
11,0.31872,0.88591,9.193353e-05,3.8
12,0.32869,0.87474,9.045085e-05,4.0
13,0.33033,0.87259,8.885730e-05,3.9
14,0.31034,0.89295,8.715724e-05,3.9
15,0.29469,0.87941,8.535534e-05,4.2
16,0.29871,0.88495,8.345653e-05,7.4
17,0.26888,0.90145,8.146602e-05,3.8
18,0.27166,0.90134,7.938926e-05,4.0
19,0.26969,0.90296,7.723195e-05,4.0
20,0.27023,0.89761,7.500000e-05,3.8
21,0.24866,0.88877,7.269952e-05,3.9
22,0.23633,0.88180,7.033683e-05,4.1
23,0.22747,0.90018,6.791840e-05,7.7
24,0.22443,0.87585,6.545085e-05,3.8
25,0.22868,0.89236,6.294095e-05,4.0
26,0.23091,0.89374,6.039558e-05,4.0
27,0.22906,0.89911,5.782172e-05,4.2
28,0.22131,0.90106,5.522642e-05,7.2
29,0.21792,0.89338,5.261680e-05,5.5
30,0.21871,0.90459,5.000000e-05,3.8
31,0.20652,0.89535,4.738320e-05,4.0
32,0.19856,0.89684,4.477358e-05,4.1
33,0.19819,0.90380,4.217828e-05,4.0
34,0.19390,0.89437,3.960442e-05,4.7
35,0.18801,0.89784,3.705905e-05,6.5
36,0.19042,0.89827,3.454915e-05,3.9
37,0.18243,0.89999,3.208160e-05,4.0
38,0.18561,0.89210,2.966317e-05,3.9
39,0.18621,0.89055,2.730048e-05,3.9
40,0.17133,0.89868,2.500000e-05,4.1
41,0.17523,0.89534,2.276805e-05,4.1
42,0.16858,0.90206,2.061074e-05,7.2
43,0.17414,0.90154,1.853398e-05,4.3
44,0.16255,0.90411,1.654347e-05,4.2
45,0.16859,0.90038,1.464466e-05,4.1
