epoch,train_loss,val_dice,lr,seconds
1,0.97863,0.71034,9.993148e-05,6.7
2,0.73393,0.75810,9.972609e-05,5.6
3,0.61001,0.75827,9.938442e-05,5.8
4,0.53503,0.80314,9.890738e-05,5.7
5,0.48884,0.82665,9.829629e-05,5.9
6,0.44394,0.83711,9.755283e-05,5.9
7,0.39761,0.81375,9.667902e-05,6.1
8,0.39585,0.83235,9.567727e-05,5.9
9,0.37661,0.84538,9.455033e-05,6.0
10,0.34818,0.82371,9.330127e-05,5.9
11,0.33227,0.84535,9.193353e-05,5.9
12,0.31439,0.83806,9.045085e-05,6.0
13,0.30582,0.84903,8.885730e-05,6.0
14,0.28337,0.84295,8.715724e-05,5.9
15,0.28481,0.86492,8.535534e-05,6.0
16,0.28066,0.85664,8.345653e-05,5.8
17,0.27565,0.83345,8.146602e-05,5.7
18,0.25802,0.83741,7.938926e-05,6.3
19,0.26050,0.84816,7.723195e-05,5.9
20,0.26071,0.86303,7.500000e-05,5.7
21,0.24385,0.85126,7.269952e-05,5.7
22,0.22892,0.87303,7.033683e-05,5.8
23,0.21756,0.86989,6.791840e-05,5.9
24,0.22746,0.86879,6.545085e-05,5.9
25,0.22214,0.87195,6.294095e-05,5.9
26,0.20604,0.86866,6.039558e-05,5.9
27,0.19582,0.86922,5.782172e-05,5.7
28,0.18890,0.87034,5.522642e-05,5.8
29,0.20779,0.86257,5.261680e-05,5.7
30,0.19061,0.86346,5.000000e-05,5.6
31,0.17641,0.87036,4.738320e-05,5.7
32,0.18137,0.86904,4.477358e-05,5.9
33,0.18005,0.87045,4.217828e-05,5.8
34,0.18471,0.87177,3.960442e-05,6.1
35,0.17893,0.87404,3.705905e-05,5.8
36,0.17525,0.87437,3.454915e-05,5.9
37,0.16983,0.87871,3.208160e-05,6.0
38,0.16360,0.89317,2.966317e-05,6.1
39,0.16085,0.88305,2.730048e-05,6.0
40,0.16257,0.87839,2.500000e-05,5.9
41,0.15817,0.88707,2.276805e-05,5.8
42,0.16120,0.88018,2.061074e-05,5.7
43,0.14636,0.88099,1.853398e-05,5.8
44,0.15278,0.87847,1.654347e-05,5.9
45,0.15581,0.88047,1.464466e-05,5.9
46,0.14602,0.87985,1.284276e-05,6.0
47,0.15821,0.87952,1.114270e-05,5.8
48,0.16005,0.88005,9.549150e-06,6.0
49,0.14412,0.88066,8.066472e-06,5.7
50,0.14460,0.87994,6.698730e-06,6.0
51,0.14814,0.88250,5.449674e-06,6.0
52,0.14687,0.88474,4.322727e-06,6.0
53,0.14949,0.88106,3.320979e-06,6.0
