epoch,train_loss,val_dice,lr,seconds
1,1.20622,0.63897,9.993148e-05,4.1
2,0.96316,0.75102,9.972609e-05,3.3
3,0.86856,0.74032,9.938442e-05,3.4
4,0.79276,0.81013,9.890738e-05,3.3
5,0.73654,0.83456,9.829629e-05,3.4
6,0.67527,0.84524,9.755283e-05,3.5
7,0.62689,0.84395,9.667902e-05,3.3
8,0.57854,0.84768,9.567727e-05,3.5
9,0.53954,0.87533,9.455033e-05,3.4
10,0.51718,0.88933,9.330127e-05,3.5
11,0.46405,0.87289,9.193353e-05,3.4
12,0.45680,0.87273,9.045085e-05,3.4
13,0.43497,0.86710,8.885730e-05,3.3
14,0.40939,0.86218,8.715724e-05,3.3
15,0.38153,0.88900,8.535534e-05,3.6
16,0.36885,0.88590,8.345653e-05,3.3
17,0.35662,0.87939,8.146602e-05,3.5
18,0.35086,0.87251,7.938926e-05,3.5
19,0.32814,0.88535,7.723195e-05,3.5
20,0.31029,0.88815,7.500000e-05,3.3
21,0.30004,0.86024,7.269952e-05,3.5
22,0.30198,0.87378,7.033683e-05,3.3
23,0.27805,0.89769,6.791840e-05,3.3
24,0.28413,0.88555,6.545085e-05,3.5
25,0.29022,0.88318,6.294095e-05,3.4
26,0.27282,0.88416,6.039558e-05,3.6
27,0.25937,0.89601,5.782172e-05,3.4
28,0.23255,0.89300,5.522642e-05,3.5
29,0.24216,0.89299,5.261680e-05,3.3
30,0.22845,0.88472,5.000000e-05,3.2
31,0.22195,0.89955,4.738320e-05,3.2
32,0.22450,0.89368,4.477358e-05,3.3
33,0.22057,0.89757,4.217828e-05,3.4
34,0.22145,0.89757,3.960442e-05,3.2
35,0.20398,0.89997,3.705905e-05,3.4
36,0.19749,0.90017,3.454915e-05,3.5
37,0.19312,0.89953,3.208160e-05,3.5
38,0.20204,0.89662,2.966317e-05,3.4
39,0.19180,0.89983,2.730048e-05,3.5
40,0.18627,0.90242,2.500000e-05,3.5
41,0.18905,0.90266,2.276805e-05,3.5
42,0.19627,0.89886,2.061074e-05,3.4
43,0.18350,0.90193,1.853398e-05,3.4
44,0.17961,0.90353,1.654347e-05,3.4
45,0.17348,0.90135,1.464466e-05,3.5
46,0.17435,0.90394,1.284276e-05,3.4
47,0.17683,0.90248,1.114270e-05,3.4
48,0.17146,0.90289,9.549150e-06,3.5
49,0.18179,0.90331,8.066472e-06,3.5
50,0.16501,0.90437,6.698730e-06,3.5
51,0.17613,0.90316,5.449674e-06,3.5
52,0.15725,0.90314,4.322727e-06,3.3
53,0.16445,0.90468,3.320979e-06,3.3
54,0.17063,0.90348,2.447174e-06,3.5
55,0.16342,0.90360,1.703709e-06,3.5
56,0.16324,0.90270,1.092620e-06,3.5
57,0.16181,0.90294,6.155830e-07,3.4
58,0.15455,0.90371,2.739052e-07,3.5
59,0.16769,0.90314,6.852326e-08,3.5
60,0.16140,0.90356,0.000000e+00,3.4
