epoch,train_loss,val_dice,lr,seconds
1,1.03753,0.81331,9.993148e-05,7.9
2,0.75649,0.82111,9.972609e-05,6.8
3,0.65868,0.83979,9.938442e-05,6.8
4,0.58364,0.86079,9.890738e-05,6.7
5,0.52277,0.87262,9.829629e-05,6.7
6,0.48494,0.86565,9.755283e-05,6.7
7,0.44140,0.86880,9.667902e-05,6.7
8,0.40293,0.88226,9.567727e-05,6.7
9,0.38813,0.87914,9.455033e-05,6.7
10,0.35069,0.88410,9.330127e-05,7.0
11,0.33011,0.88398,9.193353e-05,6.7
12,0.33336,0.88537,9.045085e-05,6.7
13,0.33252,0.88761,8.885730e-05,6.9
14,0.31363,0.88866,8.715724e-05,6.8
15,0.30669,0.88448,8.535534e-05,7.0
16,0.27344,0.88942,8.345653e-05,6.9
17,0.27980,0.90331,8.146602e-05,8.1
18,0.26651,0.90325,7.938926e-05,8.3
19,0.25859,0.90126,7.723195e-05,6.7
20,0.26941,0.88812,7.500000e-05,6.9
21,0.25316,0.88752,7.269952e-05,6.8
22,0.25589,0.89370,7.033683e-05,8.8
23,0.23808,0.90523,6.791840e-05,7.6
24,0.23456,0.89480,6.545085e-05,6.8
25,0.22512,0.90800,6.294095e-05,6.9
26,0.22114,0.90002,6.039558e-05,6.7
27,0.22320,0.89601,5.782172e-05,6.7
28,0.22116,0.89857,5.522642e-05,6.9
29,0.20391,0.90651,5.261680e-05,6.7
30,0.20394,0.90511,5.000000e-05,6.8
31,0.19822,0.91056,4.738320e-05,6.9
32,0.18508,0.90637,4.477358e-05,6.8
33,0.18977,0.91252,4.217828e-05,6.7
34,0.18277,0.90579,3.960442e-05,6.8
35,0.19205,0.91184,3.705905e-05,6.6
36,0.17936,0.91590,3.454915e-05,6.7
37,0.18304,0.91042,3.208160e-05,6.8
38,0.17883,0.91383,2.966317e-05,6.8
39,0.17136,0.91025,2.730048e-05,6.9
40,0.16648,0.91147,2.500000e-05,6.7
41,0.17864,0.90842,2.276805e-05,6.8
42,0.15851,0.90846,2.061074e-05,6.9
43,0.17410,0.91232,1.853398e-05,6.6
44,0.16178,0.91076,1.654347e-05,8.6
45,0.15607,0.90757,1.464466e-05,7.9
46,0.15873,0.91256,1.284276e-05,6.8
47,0.15785,0.91109,1.114270e-05,6.7
48,0.15544,0.91409,9.549150e-06,6.8
49,0.14557,0.91280,8.066472e-06,6.8
50,0.15035,0.91264,6.698730e-06,6.6
51,0.15932,0.91319,5.449674e-06,7.5
