epoch,train_loss,val_dice,lr,seconds
1,0.97902,0.74931,9.993148e-05,6.5
2,0.71923,0.82251,9.972609e-05,5.6
3,0.60691,0.81709,9.938442e-05,5.6
4,0.53220,0.84597,9.890738e-05,5.6
5,0.48237,0.84569,9.829629e-05,5.7
6,0.45728,0.85964,9.755283e-05,5.8
7,0.41774,0.85075,9.667902e-05,5.8
8,0.38957,0.85984,9.567727e-05,5.8
9,0.35370,0.85947,9.455033e-05,5.8
10,0.36038,0.87915,9.330127e-05,5.8
11,0.32691,0.85876,9.193353e-05,5.6
12,0.32575,0.86732,9.045085e-05,5.7
13,0.29372,0.87181,8.885730e-05,5.7
14,0.32806,0.87043,8.715724e-05,5.6
15,0.27917,0.87536,8.535534e-05,5.9
16,0.28272,0.86821,8.345653e-05,5.7
17,0.27938,0.87452,8.146602e-05,5.7
18,0.27561,0.88328,7.938926e-05,5.8
19,0.25239,0.88091,7.723195e-05,6.0
20,0.25102,0.90010,7.500000e-05,5.7
21,0.24321,0.88837,7.269952e-05,5.9
22,0.24267,0.88497,7.033683e-05,5.9
23,0.24722,0.88350,6.791840e-05,5.8
24,0.23521,0.89477,6.545085e-05,6.0
25,0.22535,0.89634,6.294095e-05,6.0
26,0.20738,0.88225,6.039558e-05,5.9
27,0.22859,0.88545,5.782172e-05,5.6
28,0.22897,0.88382,5.522642e-05,5.6
29,0.20294,0.89583,5.261680e-05,6.0
30,0.20918,0.88647,5.000000e-05,5.9
31,0.20476,0.89561,4.738320e-05,5.8
32,0.19333,0.89424,4.477358e-05,5.7
33,0.19373,0.89107,4.217828e-05,5.9
34,0.19004,0.88895,3.960442e-05,5.9
35,0.18924,0.88597,3.705905e-05,6.0
