epoch,train_loss,val_dice,lr,seconds
1,1.01406,0.66531,9.993148e-05,11.5
2,0.66969,0.77125,9.972609e-05,3.5
3,0.57118,0.77282,9.938442e-05,4.7
4,0.49776,0.79764,9.890738e-05,4.7
5,0.48833,0.81518,9.829629e-05,4.7
6,0.45831,0.81005,9.755283e-05,4.7
7,0.41261,0.81394,9.667902e-05,4.7
8,0.40716,0.78864,9.567727e-05,4.6
9,0.37858,0.82816,9.455033e-05,4.8
10,0.35569,0.82945,9.330127e-05,4.7
11,0.34250,0.84035,9.193353e-05,4.5
12,0.32285,0.83879,9.045085e-05,4.6
13,0.31801,0.83824,8.885730e-05,4.9
14,0.29948,0.84140,8.715724e-05,4.7
15,0.30729,0.83815,8.535534e-05,4.6
16,0.29309,0.84351,8.345653e-05,4.6
17,0.29413,0.84575,8.146602e-05,4.6
18,0.27481,0.82568,7.938926e-05,4.8
19,0.28375,0.84355,7.723195e-05,4.7
20,0.26761,0.84487,7.500000e-05,4.6
21,0.25766,0.85349,7.269952e-05,4.8
22,0.25216,0.84371,7.033683e-05,4.6
23,0.25664,0.85382,6.791840e-05,4.7
24,0.25133,0.85207,6.545085e-05,4.6
25,0.24641,0.84315,6.294095e-05,4.6
26,0.23163,0.84770,6.039558e-05,4.7
27,0.22175,0.83943,5.782172e-05,4.6
28,0.22770,0.84301,5.522642e-05,4.6
29,0.22170,0.85017,5.261680e-05,4.7
30,0.21375,0.85673,5.000000e-05,4.6
31,0.21859,0.83965,4.738320e-05,4.7
32,0.22230,0.85326,4.477358e-05,4.7
33,0.21664,0.85385,4.217828e-05,4.7
34,0.21714,0.86133,3.960442e-05,4.7
35,0.20704,0.84931,3.705905e-05,4.7
36,0.19201,0.86023,3.454915e-05,4.7
37,0.20855,0.85478,3.208160e-05,4.8
38,0.20236,0.85286,2.966317e-05,4.9
39,0.20920,0.84835,2.730048e-05,4.6
40,0.19538,0.85342,2.500000e-05,4.5
41,0.19005,0.85142,2.276805e-05,4.7
42,0.20488,0.85397,2.061074e-05,4.6
43,0.19730,0.85359,1.853398e-05,4.6
44,0.19083,0.85484,1.654347e-05,4.7
45,0.19568,0.85411,1.464466e-05,4.7
46,0.18947,0.85312,1.284276e-05,4.7
47,0.19420,0.85426,1.114270e-05,4.5
48,0.18459,0.85487,9.549150e-06,4.8
49,0.18030,0.85640,8.066472e-06,4.7
