epoch,train_loss,val_dice,lr,seconds
1,0.95073,0.74805,9.993148e-05,10.6
2,0.57920,0.82373,9.972609e-05,4.2
3,0.47764,0.84707,9.938442e-05,4.0
4,0.37718,0.86775,9.890738e-05,4.1
5,0.35338,0.87677,9.829629e-05,4.4
6,0.30088,0.89175,9.755283e-05,4.4
7,0.28023,0.88195,9.667902e-05,4.4
8,0.26451,0.89473,9.567727e-05,4.6
9,0.26522,0.88907,9.455033e-05,4.7
10,0.24298,0.87134,9.330127e-05,4.3
11,0.23229,0.89181,9.193353e-05,4.5
12,0.23791,0.89090,9.045085e-05,4.3
13,0.24527,0.87469,8.885730e-05,4.2
14,0.23301,0.88947,8.715724e-05,4.3
15,0.21541,0.90465,8.535534e-05,4.4
16,0.21350,0.89905,8.345653e-05,4.3
17,0.19476,0.90124,8.146602e-05,4.3
18,0.19410,0.90201,7.938926e-05,4.3
19,0.21323,0.89570,7.723195e-05,4.3
20,0.19018,0.88949,7.500000e-05,4.2
21,0.19894,0.90049,7.269952e-05,4.0
22,0.17256,0.90362,7.033683e-05,4.3
23,0.18466,0.91174,6.791840e-05,4.1
24,0.16758,0.90377,6.545085e-05,4.0
25,0.17022,0.90758,6.294095e-05,4.2
26,0.16962,0.90510,6.039558e-05,4.0
27,0.16739,0.89520,5.782172e-05,4.0
28,0.16779,0.89629,5.522642e-05,4.3
29,0.15824,0.89743,5.261680e-05,4.2
30,0.15967,0.90551,5.000000e-05,4.0
31,0.15263,0.90910,4.738320e-05,4.0
32,0.15794,0.91263,4.477358e-05,4.1
33,0.14592,0.90751,4.217828e-05,4.4
34,0.14757,0.90823,3.960442e-05,4.2
35,0.14062,0.90486,3.705905e-05,4.3
36,0.13521,0.90311,3.454915e-05,4.3
37,0.14764,0.90892,3.208160e-05,4.2
38,0.14577,0.90736,2.966317e-05,4.3
39,0.14471,0.91059,2.730048e-05,4.2
40,0.13575,0.90784,2.500000e-05,4.9
41,0.12478,0.91000,2.276805e-05,4.2
42,0.13711,0.91260,2.061074e-05,4.2
43,0.13400,0.90853,1.853398e-05,4.2
44,0.13131,0.91141,1.654347e-05,4.1
45,0.12545,0.91079,1.464466e-05,4.1
46,0.12593,0.91089,1.284276e-05,4.0
47,0.12191,0.91245,1.114270e-05,4.1
