epoch,train_loss,val_dice,lr,seconds
1,1.14908,0.68969,9.993148e-05,13.8
2,0.84534,0.80061,9.972609e-05,6.0
3,0.73583,0.81259,9.938442e-05,5.5
4,0.67606,0.83695,9.890738e-05,5.1
5,0.61739,0.81328,9.829629e-05,5.4
6,0.57668,0.80061,9.755283e-05,5.2
7,0.52927,0.82561,9.667902e-05,5.6
8,0.48763,0.86117,9.567727e-05,5.9
9,0.46223,0.86571,9.455033e-05,6.1
10,0.42907,0.87249,9.330127e-05,5.5
11,0.39078,0.86512,9.193353e-05,6.0
12,0.37969,0.87432,9.045085e-05,6.0
13,0.36919,0.84909,8.885730e-05,6.1
14,0.33545,0.86917,8.715724e-05,6.2
15,0.32021,0.87532,8.535534e-05,6.1
16,0.30528,0.86853,8.345653e-05,6.1
17,0.29614,0.86154,8.146602e-05,6.1
18,0.26972,0.85233,7.938926e-05,5.8
19,0.27365,0.87112,7.723195e-05,5.5
20,0.24711,0.87911,7.500000e-05,5.3
21,0.24055,0.88018,7.269952e-05,5.6
22,0.23256,0.87588,7.033683e-05,6.3
23,0.22625,0.87140,6.791840e-05,6.4
24,0.21797,0.88681,6.545085e-05,6.3
25,0.20686,0.88236,6.294095e-05,6.0
26,0.19985,0.88260,6.039558e-05,6.0
27,0.18999,0.89050,5.782172e-05,5.0
28,0.19024,0.87896,5.522642e-05,6.3
29,0.19657,0.88578,5.261680e-05,6.4
30,0.18492,0.88064,5.000000e-05,6.5
31,0.19239,0.87402,4.738320e-05,6.6
32,0.18324,0.88120,4.477358e-05,6.8
33,0.18628,0.87891,4.217828e-05,6.7
34,0.18164,0.89003,3.960442e-05,6.5
35,0.16319,0.89066,3.705905e-05,6.5
36,0.17025,0.89672,3.454915e-05,6.6
37,0.17266,0.89283,3.208160e-05,6.4
38,0.16215,0.89315,2.966317e-05,6.1
39,0.14820,0.89992,2.730048e-05,6.2
40,0.15255,0.89982,2.500000e-05,6.1
41,0.15237,0.89197,2.276805e-05,6.1
42,0.14393,0.89941,2.061074e-05,5.9
43,0.14911,0.89630,1.853398e-05,6.2
44,0.14603,0.89202,1.654347e-05,5.9
45,0.13486,0.89302,1.464466e-05,6.2
46,0.13531,0.89402,1.284276e-05,6.3
47,0.13887,0.89460,1.114270e-05,6.3
48,0.13764,0.89715,9.549150e-06,6.1
49,0.13516,0.89606,8.066472e-06,4.8
50,0.13729,0.89420,6.698730e-06,5.6
51,0.12679,0.89483,5.449674e-06,6.2
52,0.13105,0.89367,4.322727e-06,6.2
53,0.13576,0.89470,3.320979e-06,6.1
54,0.13586,0.89568,2.447174e-06,6.2
