epoch,train_loss,val_dice,lr,seconds
1,1.05278,0.75094,9.993148e-05,11.9
2,0.72267,0.80645,9.972609e-05,4.6
3,0.59645,0.79559,9.938442e-05,3.9
4,0.56138,0.78191,9.890738e-05,5.1
5,0.51821,0.82728,9.829629e-05,7.6
6,0.49080,0.85367,9.755283e-05,4.7
7,0.45041,0.86715,9.667902e-05,4.8
8,0.42525,0.85875,9.567727e-05,4.9
9,0.41009,0.86483,9.455033e-05,4.2
10,0.38986,0.87618,9.330127e-05,4.3
11,0.38016,0.88178,9.193353e-05,4.9
12,0.37787,0.86799,9.045085e-05,4.5
13,0.35577,0.88999,8.885730e-05,4.0
14,0.34508,0.88386,8.715724e-05,5.1
15,0.33723,0.89035,8.535534e-05,4.4
16,0.35431,0.89833,8.345653e-05,4.7
17,0.33360,0.89180,8.146602e-05,4.2
18,0.32517,0.90417,7.938926e-05,4.8
19,0.30865,0.89577,7.723195e-05,4.2
20,0.30412,0.89801,7.500000e-05,5.2
21,0.29908,0.89938,7.269952e-05,4.3
22,0.29475,0.90422,7.033683e-05,4.3
23,0.28043,0.90499,6.791840e-05,7.2
24,0.29175,0.87708,6.545085e-05,5.9
25,0.27697,0.89134,6.294095e-05,4.5
26,0.27410,0.91235,6.039558e-05,4.3
27,0.26113,0.89608,5.782172e-05,4.2
28,0.27531,0.89801,5.522642e-05,4.3
29,0.26566,0.90137,5.261680e-05,4.8
30,0.25735,0.90042,5.000000e-05,4.3
31,0.25692,0.90299,4.738320e-05,4.4
32,0.25042,0.89778,4.477358e-05,4.3
33,0.25571,0.89798,4.217828e-05,4.1
34,0.24098,0.89628,3.960442e-05,4.1
35,0.24277,0.90803,3.705905e-05,4.3
36,0.23763,0.91094,3.454915e-05,4.6
37,0.24066,0.90845,3.208160e-05,4.2
38,0.23571,0.91427,2.966317e-05,5.0
39,0.22549,0.89662,2.730048e-05,4.3
40,0.23267,0.90985,2.500000e-05,4.3
41,0.23714,0.90956,2.276805e-05,4.6
42,0.22384,0.90577,2.061074e-05,4.4
43,0.22774,0.89755,1.853398e-05,4.5
44,0.20926,0.90231,1.654347e-05,4.5
45,0.21762,0.89783,1.464466e-05,4.5
46,0.21999,0.90633,1.284276e-05,4.7
47,0.21755,0.89728,1.114270e-05,4.7
48,0.22037,0.90145,9.549150e-06,4.6
49,0.21677,0.90009,8.066472e-06,4.4
50,0.20649,0.89931,6.698730e-06,4.9
51,0.21232,0.90078,5.449674e-06,4.0
52,0.20221,0.90135,4.322727e-06,4.3
53,0.20451,0.90156,3.320979e-06,4.1
