epoch,train_loss,val_dice,lr,seconds
1,0.98330,0.72207,9.993148e-05,7.7
2,0.73594,0.75819,9.972609e-05,6.6
3,0.63309,0.80322,9.938442e-05,6.4
4,0.54578,0.82315,9.890738e-05,6.4
5,0.48908,0.81526,9.829629e-05,6.5
6,0.46497,0.78176,9.755283e-05,6.4
7,0.43243,0.81379,9.667902e-05,6.5
8,0.39143,0.84389,9.567727e-05,6.2
9,0.38434,0.84513,9.455033e-05,6.0
10,0.36050,0.83333,9.330127e-05,6.0
11,0.33812,0.85345,9.193353e-05,6.1
12,0.34015,0.83433,9.045085e-05,6.1
13,0.31524,0.84083,8.885730e-05,6.2
14,0.29635,0.85807,8.715724e-05,6.1
15,0.29241,0.85238,8.535534e-05,6.1
16,0.28813,0.84587,8.345653e-05,6.1
17,0.27385,0.86244,8.146602e-05,6.0
18,0.27403,0.84555,7.938926e-05,6.2
19,0.26914,0.84961,7.723195e-05,6.4
20,0.26172,0.88039,7.500000e-05,6.1
21,0.25585,0.86735,7.269952e-05,6.0
22,0.25381,0.87428,7.033683e-05,6.1
23,0.25814,0.87282,6.791840e-05,6.1
24,0.26262,0.86032,6.545085e-05,6.2
25,0.23366,0.86319,6.294095e-05,6.2
26,0.23672,0.84706,6.039558e-05,6.1
27,0.22880,0.84413,5.782172e-05,6.2
28,0.21856,0.85349,5.522642e-05,6.1
29,0.22151,0.86446,5.261680e-05,6.2
30,0.21513,0.85563,5.000000e-05,6.2
31,0.20559,0.85778,4.738320e-05,6.3
32,0.20540,0.87863,4.477358e-05,6.2
33,0.18980,0.87246,4.217828e-05,6.2
34,0.19624,0.86772,3.960442e-05,6.0
35,0.19440,0.86971,3.705905e-05,6.1
