epoch,train_loss,val_dice,lr,seconds
1,1.07276,0.73121,9.993148e-05,9.3
2,0.71403,0.75979,9.972609e-05,3.3
3,0.62594,0.79522,9.938442e-05,3.4
4,0.54796,0.83836,9.890738e-05,3.7
5,0.49127,0.84990,9.829629e-05,3.5
6,0.47624,0.84490,9.755283e-05,3.5
7,0.46487,0.85374,9.667902e-05,3.4
8,0.43286,0.86160,9.567727e-05,3.5
9,0.40695,0.87273,9.455033e-05,3.6
10,0.38689,0.86981,9.330127e-05,3.5
11,0.38068,0.86112,9.193353e-05,3.6
12,0.36700,0.87694,9.045085e-05,3.6
13,0.34554,0.87838,8.885730e-05,3.8
14,0.34538,0.87629,8.715724e-05,3.8
15,0.33438,0.88073,8.535534e-05,3.6
16,0.32332,0.87544,8.345653e-05,3.5
17,0.32918,0.87335,8.146602e-05,3.4
18,0.31538,0.87630,7.938926e-05,3.4
19,0.30596,0.87616,7.723195e-05,3.3
20,0.29944,0.89138,7.500000e-05,3.2
21,0.29053,0.88978,7.269952e-05,3.3
22,0.28751,0.88263,7.033683e-05,3.3
23,0.28068,0.88648,6.791840e-05,3.4
24,0.30304,0.88790,6.545085e-05,3.4
25,0.29208,0.89636,6.294095e-05,3.3
26,0.26436,0.87687,6.039558e-05,3.6
27,0.26591,0.89073,5.782172e-05,3.6
28,0.26171,0.89274,5.522642e-05,3.7
29,0.26177,0.88411,5.261680e-05,3.6
30,0.25469,0.88479,5.000000e-05,3.5
31,0.25206,0.90028,4.738320e-05,3.6
32,0.23797,0.90010,4.477358e-05,3.8
33,0.24073,0.89657,4.217828e-05,3.5
34,0.23852,0.90310,3.960442e-05,3.5
35,0.23440,0.89527,3.705905e-05,3.5
36,0.22340,0.89695,3.454915e-05,3.6
37,0.23244,0.89901,3.208160e-05,3.6
38,0.23066,0.89713,2.966317e-05,3.6
39,0.22676,0.89770,2.730048e-05,3.8
40,0.22281,0.89975,2.500000e-05,3.9
41,0.22382,0.90198,2.276805e-05,3.7
42,0.21884,0.89780,2.061074e-05,3.8
43,0.22270,0.90083,1.853398e-05,3.8
44,0.21909,0.90295,1.654347e-05,3.6
45,0.21902,0.90253,1.464466e-05,3.5
46,0.20733,0.90448,1.284276e-05,3.5
47,0.21041,0.90166,1.114270e-05,3.2
48,0.22414,0.90213,9.549150e-06,3.4
49,0.21094,0.90301,8.066472e-06,3.5
50,0.20168,0.90268,6.698730e-06,3.3
51,0.20816,0.90133,5.449674e-06,3.6
52,0.20649,0.90268,4.322727e-06,3.1
53,0.20423,0.90299,3.320979e-06,3.2
54,0.21450,0.90314,2.447174e-06,3.5
55,0.20984,0.90278,1.703709e-06,3.2
56,0.20635,0.90246,1.092620e-06,3.2
57,0.21232,0.90204,6.155830e-07,3.3
58,0.21183,0.90242,2.739052e-07,3.4
59,0.19959,0.90214,6.852326e-08,3.5
60,0.20264,0.90249,0.000000e+00,3.2
