epoch,train_loss,val_dice,lr,seconds
1,1.06838,0.73547,9.993148e-05,9.6
2,0.69608,0.78369,9.972609e-05,3.2
3,0.59371,0.80116,9.938442e-05,3.3
4,0.54236,0.83282,9.890738e-05,3.2
5,0.48218,0.83051,9.829629e-05,3.3
6,0.44999,0.84624,9.755283e-05,3.4
7,0.44574,0.83409,9.667902e-05,3.3
8,0.42107,0.85034,9.567727e-05,3.5
9,0.37899,0.85764,9.455033e-05,3.5
10,0.38092,0.86232,9.330127e-05,3.5
11,0.36559,0.86832,9.193353e-05,3.3
12,0.34821,0.87475,9.045085e-05,3.3
13,0.32749,0.86305,8.885730e-05,3.5
14,0.32936,0.86854,8.715724e-05,3.4
15,0.31256,0.86841,8.535534e-05,3.7
16,0.31851,0.86848,8.345653e-05,3.4
17,0.31658,0.85610,8.146602e-05,3.6
18,0.30121,0.87343,7.938926e-05,3.4
19,0.30134,0.87742,7.723195e-05,4.1
20,0.28597,0.88262,7.500000e-05,3.3
21,0.28346,0.87599,7.269952e-05,3.3
22,0.26751,0.87343,7.033683e-05,3.2
23,0.26201,0.87822,6.791840e-05,3.4
24,0.25890,0.86942,6.545085e-05,3.6
25,0.24677,0.87412,6.294095e-05,3.6
26,0.24675,0.87966,6.039558e-05,3.3
27,0.24796,0.88022,5.782172e-05,3.5
28,0.24597,0.87823,5.522642e-05,3.5
29,0.24211,0.88668,5.261680e-05,3.6
30,0.24246,0.88104,5.000000e-05,3.5
31,0.23034,0.87804,4.738320e-05,3.4
32,0.22572,0.87980,4.477358e-05,3.4
33,0.21760,0.88186,4.217828e-05,3.3
34,0.23489,0.88280,3.960442e-05,3.2
35,0.20409,0.88071,3.705905e-05,3.4
36,0.21454,0.88244,3.454915e-05,3.4
37,0.23520,0.87647,3.208160e-05,3.4
38,0.21486,0.88141,2.966317e-05,3.4
39,0.21612,0.87925,2.730048e-05,3.5
40,0.20159,0.88089,2.500000e-05,3.4
41,0.20596,0.88454,2.276805e-05,3.5
42,0.21366,0.88444,2.061074e-05,3.4
43,0.21111,0.88422,1.853398e-05,3.7
44,0.20695,0.88564,1.654347e-05,3.6
