dice,iou,precision,recall,boundary_f1,boundary_f1_2px,tolerance_px,hd95,hd95_pct_diag,name,dataset,model,checkpoint,tta
0.7086192283281122,0.5487298896441655,0.5868807585395095,0.8940812312577044,0.1779642719869401,0.1198371290576193,4,168.41733836035527,20.625924776556523,cju0qkwl35piu0993l0dewei2,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9038572871075007,0.8245799351458568,0.8686437388379042,0.9420464750759372,0.6466253656453264,0.4222615194348011,4,43.01508688219357,5.272201063703469,cju0roawvklrq0799vmjorwfv,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9555564934750536,0.9148953366126654,0.9725921470833182,0.9391073502493852,0.7940517522575212,0.4854687900291128,4,5.0990195135927845,0.6245586672684881,cju0s690hkp960855tjuaqvv0,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9436377221162862,0.893289870220227,0.9037958929626397,0.9871542173520889,0.8065633407462062,0.759661034060026,4,19.72308292331602,2.4116376660499657,cju0vtox5ain6099360pu62rp,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.8861378413477964,0.7955543102568828,0.7958516303765687,0.9995306266017421,0.4576289804556833,0.21827668896049462,4,14.54212138728805,1.7781361979873633,cju14g8o4xui30878gkgbrvqj,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9563644160913501,0.9163777383955714,0.9268995973478974,0.9877640284555885,0.796080578667651,0.5651505729547099,4,26.832815729997478,3.2303101388388606,cju16fpvhzypl0799p9phnlx6,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9322681110333587,0.8731294069858817,0.8868507831776233,0.9825883427471451,0.7143105307281823,0.521731087595616,4,15.556349186104045,1.9084672005892256,cju18kevfrojc0835bn90f1in,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9680160389024579,0.9380146159180103,0.9505403367672358,0.986146358420836,0.6037098920254701,0.33766361126935174,4,17.70874949318326,2.1670547804111164,cju1c0qb4tzi308355wtsnp0y,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9697685957860348,0.9413114294704871,0.9509545462570976,0.9893421197934886,0.6505086558622964,0.4410891538179827,4,89.02246907382428,10.717108011596313,cju1c3218411b08014g9f6gig,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.969698618210832,0.9411795765302223,0.9808507125902115,0.9587972674898672,0.8673605781156366,0.6044273563218473,4,5.830951894845301,0.7019681875556268,cju1c4fcu40hl07992b8gj0c8,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9550182144528931,0.9139089577077052,0.944595300256164,0.9656737134264057,0.7077400584116013,0.4510405618072805,4,8.54400374531753,1.114268248727273,cju1cdxvz48hw0801i0fjwcnk,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9804906519066827,0.9617279662421858,0.9853563378969206,0.97567278327246,0.7709126660666092,0.6400140302304855,4,13.130038112453779,1.6157602609777513,cju1cj3f0qi5n0993ut8f49rj,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.8764826370686644,0.7801238022542523,0.9862144373196702,0.7887246665052832,0.4490485638908479,0.3323355509813374,4,51.73654659759284,6.641295771943485,cju1cnnziug1l0835yh4ropyg,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9250709968621199,0.8605879961948166,0.9142199193881085,0.9361827560657895,0.8563570687210205,0.5737081070065077,4,5.385164807134504,0.6590831131642414,cju1cu1u2474n0878tt7v4tdr,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9699362907721529,0.9416274761288632,0.9895939420801395,0.9510444014549359,0.6368526973419476,0.4354636287493338,4,32.0,3.849322027849372,cju1cyjb5qtie0993njqne9m3,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9637468820357838,0.9300303809257768,0.9335209946003588,0.9959955951496846,0.7806861423826472,0.4926728462301182,4,7.0,0.8566038764463331,cju1d50a94qf50855wsowacrc,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.527051555779473,0.35782077631263237,0.9981355892679901,0.35806009329981603,0.15885514303216797,0.1454514544600112,4,166.19145488681417,20.4103884620926,cju1drnhbrb9409935wi7vkhg,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.22286217102572364,0.12540511343138458,0.12942888998968835,0.8013422818638285,0.27437322410906634,0.11946002497057338,4,254.9406737268924,31.222362317140888,cju1egx9pvz2n0988eoy8jp23,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9838977272111852,0.9683058030278385,0.9811110635188878,0.9867002659936175,0.8555016364742681,0.5722159457009878,4,8.353792806586794,1.023081730806868,cju1expq45zst0855rjqwwj4m,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9602961744122414,0.9236247388715464,0.9589864931448323,0.9616094378140064,0.754913932418362,0.5335944367621862,4,8.305978781986134,1.0180332842152942,cju1f8w0t65en0799m9oacq0q,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9251091331697657,0.8606540084370028,0.8703490356697594,0.98722261210225,0.6496865059507929,0.4440039143518107,4,35.57446298423642,4.720872840843261,cju1ftaji6isw0855108yqcse,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.980546626779546,0.9618356783518195,0.9780570072983503,0.9830489531294871,0.8445102328187303,0.6499281841875972,4,6.012414379544731,0.7376085161396295,cju1fuoa4wmc50835qfd11sp9,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.8116728277452825,0.6830381789597761,0.6873143736230266,0.9909735058503051,0.4187405294518317,0.31025831972076656,4,79.23130658181438,9.711089971369493,cju1fyb1d69et0878muzdak9u,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9791420268960711,0.9591363859548258,0.9874719580381884,0.9709514563091713,0.7396748991367605,0.48837197249472714,4,6.4031242374328485,0.7829412699540722,cju1g20bdwq6u0835e16xugcd,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
0.9179791027787212,0.8483931365245987,0.8791261361812588,0.9604250747641467,0.3501428138568838,0.2464845748983364,4,38.14180592217195,4.675554195940636,cju1gghyjwxt80835vx0wgxw0,kvasir-seg,unet,polypseg/runs_cv/unet_seed42_fold2/best.pth,True
