epoch,train_loss,val_dice,lr,seconds
1,0.93201,0.76793,9.993148e-05,12.8
2,0.52731,0.74822,9.972609e-05,6.2
3,0.41802,0.81941,9.938442e-05,6.2
4,0.35948,0.83564,9.890738e-05,6.4
5,0.32915,0.85639,9.829629e-05,6.3
6,0.31807,0.84479,9.755283e-05,6.6
7,0.28140,0.84549,9.667902e-05,6.6
8,0.27027,0.84742,9.567727e-05,6.5
9,0.27516,0.87420,9.455033e-05,6.5
10,0.24287,0.86545,9.330127e-05,6.3
11,0.24954,0.87865,9.193353e-05,6.1
12,0.23326,0.86828,9.045085e-05,4.7
13,0.22343,0.86247,8.885730e-05,5.0
14,0.22583,0.87816,8.715724e-05,6.5
15,0.21046,0.85719,8.535534e-05,6.7
16,0.21683,0.87415,8.345653e-05,6.7
17,0.19375,0.86602,8.146602e-05,6.9
18,0.19863,0.88006,7.938926e-05,6.2
19,0.19739,0.89301,7.723195e-05,6.2
20,0.18779,0.88865,7.500000e-05,5.7
21,0.18923,0.88154,7.269952e-05,6.8
22,0.17864,0.88274,7.033683e-05,6.4
23,0.17673,0.86824,6.791840e-05,6.8
24,0.18873,0.87539,6.545085e-05,6.7
25,0.17931,0.87868,6.294095e-05,6.5
26,0.17782,0.87152,6.039558e-05,4.6
27,0.17223,0.88356,5.782172e-05,6.4
28,0.16295,0.87222,5.522642e-05,6.5
29,0.15550,0.88413,5.261680e-05,6.5
30,0.15173,0.88204,5.000000e-05,6.5
31,0.15493,0.88426,4.738320e-05,6.8
32,0.14244,0.88500,4.477358e-05,6.5
33,0.15200,0.88629,4.217828e-05,6.9
34,0.14406,0.89156,3.960442e-05,6.6
